"subj","condition","nAlt","val1","val2","val3","upVal","leftVal","rightVal","rt","chosenPos","correctPos","conf","rt2","corr","targetPos","distractorPos","dudPos","chosenItem"
"sub01",0.3,3,100,90,27,90,100,27,0.858833399834111,"left","left",4,0.845507999882102,1,"left","up","right","target"
"sub01",0.7,3,100,90,63,63,100,90,1.08392689982429,"right","left",1,1.11035579978488,0,"left","right","up","distractor"
"sub01",0.95,3,100,90,86,86,90,100,0.770683999871835,"right","right",4,0.467170699965209,1,"right","left","up","target"
"sub01",0.85,3,100,90,76,100,76,90,1.05645179981366,"right","up",3,0.792281999951228,0,"up","right","left","distractor"
"sub01",0.7,3,100,90,63,90,100,63,1.03101899987087,"left","left",4,0.524039999814704,1,"left","up","right","target"
"sub01",0.5,3,100,90,45,100,90,45,0.978206499945372,"left","up",2,0.679213599767536,0,"up","left","right","distractor"
"sub01",0,2,100,90,0,90,0,100,1.23257239977829,"right","right",3,0.859846399864182,1,"right","up","left","target"
"sub01",0.85,3,100,90,76,76,100,90,1.07901299977675,"left","left",4,0.668310299748555,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,76,90,100,1.02952899993397,"right","right",2,0.659372800029814,1,"right","left","up","target"
"sub01",0.95,3,100,90,86,100,90,86,1.25770259997807,"left","up",3,0.926749599864706,0,"up","left","right","distractor"
"sub01",0.5,3,100,90,45,90,45,100,0.877320300089195,"up","right",3,0.620097699807957,0,"right","up","left","distractor"
"sub01",0.5,3,100,90,45,100,45,90,0.771169299725443,"up","up",4,0.396885799942538,1,"up","right","left","target"
"sub01",0.5,3,100,90,45,45,90,100,0.802043699892238,"left","right",2,0.800673299701884,0,"right","left","up","distractor"
"sub01",0.5,3,100,90,45,45,100,90,0.77269409969449,"left","left",4,0.325477499747649,1,"left","right","up","target"
"sub01",0,2,100,90,0,90,100,0,1.26842459966429,"left","left",4,1.12240139977075,1,"left","up","right","target"
"sub01",0,2,100,90,0,0,100,90,0.738097699824721,"right","left",3,0.741431199945509,0,"left","right","up","distractor"
"sub01",0.85,3,100,90,76,90,76,100,1.4572262999136,"left","right",2,0.662880999967456,0,"right","up","left","dud"
"sub01",0.7,3,100,90,63,100,90,63,0.937984899850562,"left","up",4,0.309544999850914,0,"up","left","right","distractor"
"sub01",0.95,3,100,90,86,100,86,90,0.803780799964443,"left","up",3,0.489609699929133,0,"up","right","left","dud"
"sub01",0.7,3,100,90,63,63,90,100,0.8399005997926,"left","right",3,0.443253299919888,0,"right","left","up","distractor"
"sub01",0.95,3,100,90,86,86,100,90,0.922369299689308,"left","left",2,0.532012799987569,1,"left","right","up","target"
"sub01",0.7,3,100,90,63,90,63,100,1.18652449990623,"right","right",3,0.495579399866983,1,"right","up","left","target"
"sub01",0,2,100,90,0,100,90,0,1.26429449976422,"left","up",4,1.09177519986406,0,"up","left","right","distractor"
"sub01",0.7,3,100,90,63,100,63,90,0.808701999951154,"up","up",4,0.485177499940619,1,"up","right","left","target"
"sub01",0.3,3,100,90,27,27,100,90,0.640696299960837,"left","left",4,0.460600399877876,1,"left","right","up","target"
"sub01",0,2,100,90,0,0,100,90,0.704850599868223,"left","left",2,0.490824199980125,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,100,76,90,0.808101800037548,"up","up",3,0.935067399870604,1,"up","right","left","target"
"sub01",0.85,3,100,90,76,76,90,100,0.755795899778605,"left","right",1,0.991965000052005,0,"right","left","up","distractor"
"sub01",0.5,3,100,90,45,45,100,90,0.709757199743763,"left","left",4,0.203768399776891,1,"left","right","up","target"
"sub01",0.95,3,100,90,86,86,90,100,1.29010699968785,"left","right",2,0.627491799881682,0,"right","left","up","distractor"
"sub01",0.95,3,100,90,86,100,86,90,1.35123079991899,"left","up",2,0.637542699929327,0,"up","right","left","dud"
"sub01",0,2,100,90,0,90,0,100,1.17860369989648,"right","right",4,0.178115099901333,1,"right","up","left","target"
"sub01",0.95,3,100,90,86,90,100,86,2.6314279998187,"left","left",4,0.479512499878183,1,"left","up","right","target"
"sub01",0,2,100,90,0,90,100,0,1.07084359973669,"left","left",3,0.772976299980655,1,"left","up","right","target"
"sub01",0.5,3,100,90,45,45,90,100,0.988014199770987,"left","right",3,0.480914799962193,0,"right","left","up","distractor"
"sub01",0.5,3,100,90,45,90,100,45,0.889982599765062,"up","left",2,0.695294699864462,0,"left","up","right","distractor"
"sub01",0.85,3,100,90,76,90,76,100,1.95381079986691,"left","right",3,0.404286399949342,0,"right","up","left","dud"
"sub01",0,2,100,90,0,0,90,100,0.862541599897668,"left","right",3,0.764142100000754,0,"right","left","up","distractor"
"sub01",0.95,3,100,90,86,90,100,86,1.88994450005703,"left","left",4,0.428335099946707,1,"left","up","right","target"
"sub01",0.3,3,100,90,27,100,27,90,0.738311899825931,"up","up",4,0.181165399961174,1,"up","right","left","target"
"sub01",0.3,3,100,90,27,27,90,100,0.531488199718297,"left","right",4,0.0944397996645421,0,"right","left","up","distractor"
"sub01",0.85,3,100,90,76,100,90,76,0.666593299945816,"up","up",4,0.117869599955156,1,"up","left","right","target"
"sub01",0.3,3,100,90,27,100,90,27,0.790303200017661,"up","up",4,0.644374399911612,1,"up","left","right","target"
"sub01",0.3,3,100,90,27,27,100,90,0.464712899876758,"left","left",4,0.0483431997708976,1,"left","right","up","target"
"sub01",0.3,3,100,90,27,90,27,100,0.776954199885949,"up","right",4,0.553796599851921,0,"right","up","left","distractor"
"sub01",0.85,3,100,90,76,100,90,76,0.789285900071263,"up","up",4,0.963699399959296,1,"up","left","right","target"
"sub01",0.85,3,100,90,76,90,100,76,1.52906179986894,"left","left",4,0.326333799865097,1,"left","up","right","target"
"sub01",0,2,100,90,0,100,0,90,0.736267199972644,"up","up",3,0.346926599973813,1,"up","right","left","target"
"sub01",0.95,3,100,90,86,100,90,86,0.812366299796849,"up","up",4,0.0618509999476373,1,"up","left","right","target"
"sub01",0.95,3,100,90,86,90,86,100,1.52840210008435,"right","right",3,0.287949299905449,1,"right","up","left","target"
"sub01",0.95,3,100,90,86,90,86,100,1.06437769974582,"up","right",4,0.305260899942368,0,"right","up","left","distractor"
"sub01",0.7,3,100,90,63,90,100,63,1.05099789984524,"left","left",4,0.225820199819282,1,"left","up","right","target"
"sub01",0.7,3,100,90,63,63,90,100,1.64097859989852,"right","right",2,0.447076699929312,1,"right","left","up","target"
"sub01",0.7,3,100,90,63,100,90,63,0.862259199842811,"left","up",4,0.206134899752215,0,"up","left","right","distractor"
"sub01",0.5,3,100,90,45,90,100,45,0.598152299877256,"left","left",4,0.274778099963441,1,"left","up","right","target"
"sub01",0.5,3,100,90,45,100,90,45,0.736205299850553,"up","up",3,0.335921599762514,1,"up","left","right","target"
"sub01",0.7,3,100,90,63,90,63,100,1.25118439970538,"right","right",4,0.0859678997658193,1,"right","up","left","target"
"sub01",0,2,100,90,0,0,90,100,2.11679589981213,"left","right",3,0.552560199750587,0,"right","left","up","distractor"
"sub01",0,2,100,90,0,100,0,90,0.779353899881244,"up","up",4,0.0639424999244511,1,"up","right","left","target"
"sub01",0.85,3,100,90,76,76,100,90,1.37335439980961,"right","left",2,0.708786699920893,0,"left","right","up","distractor"
"sub01",0.3,3,100,90,27,100,90,27,0.634541399776936,"up","up",4,0.192472999915481,1,"up","left","right","target"
"sub01",0.95,3,100,90,86,86,100,90,1.29218449979089,"left","left",3,0.424644699785858,1,"left","right","up","target"
"sub01",0.7,3,100,90,63,100,63,90,0.763071499764919,"up","up",2,0.673124199733138,1,"up","right","left","target"
"sub01",0.7,3,100,90,63,63,100,90,1.08306509978138,"left","left",4,0.286659899866208,1,"left","right","up","target"
"sub01",0,2,100,90,0,100,90,0,1.1278657997027,"up","up",4,0.27210639975965,1,"up","left","right","target"
"sub01",0.85,3,100,90,76,90,100,76,1.1460311000701,"left","left",4,0.251090799923986,1,"left","up","right","target"
"sub01",0.5,3,100,90,45,100,45,90,0.767817099811509,"up","up",2,0.27363030007109,1,"up","right","left","target"
"sub01",0.3,3,100,90,27,27,90,100,1.02949789981358,"left","right",4,0.0997398998588324,0,"right","left","up","distractor"
"sub01",0.3,3,100,90,27,90,100,27,0.660635499749333,"up","left",4,0.160969599848613,0,"left","up","right","distractor"
"sub01",0.3,3,100,90,27,100,27,90,0.600794199854136,"up","up",4,0.0655859999824315,1,"up","right","left","target"
"sub01",0.3,3,100,90,27,90,27,100,1.24416399979964,"right","right",4,0.252811399986967,1,"right","up","left","target"
"sub01",0.5,3,100,90,45,90,45,100,0.605354399885982,"up","right",3,0.360065500019118,0,"right","up","left","distractor"
"sub01",0.3,3,100,90,27,90,27,100,0.937713799765334,"up","right",4,0.210885799955577,0,"right","up","left","distractor"
"sub01",0.7,3,100,90,63,90,100,63,0.726228999905288,"left","left",4,0.0700345998629928,1,"left","up","right","target"
"sub01",0,2,100,90,0,0,90,100,1.10425869980827,"right","right",4,0.105795899871737,1,"right","left","up","target"
"sub01",0.5,3,100,90,45,100,90,45,1.57968540000729,"up","up",2,0.201120099984109,1,"up","left","right","target"
"sub01",0.7,3,100,90,63,63,100,90,1.01099169999361,"left","left",4,0.0656620999798179,1,"left","right","up","target"
"sub01",0,2,100,90,0,100,0,90,0.974074499681592,"up","up",4,0.0138352999929339,1,"up","right","left","target"
"sub01",0.5,3,100,90,45,100,45,90,0.672656799899414,"up","up",4,0.136701299808919,1,"up","right","left","target"
"sub01",0,2,100,90,0,90,0,100,0.629130600020289,"up","right",3,0.469581199809909,0,"right","up","left","distractor"
"sub01",0.5,3,100,90,45,90,45,100,0.657252799952403,"up","right",4,0.154803899815306,0,"right","up","left","distractor"
"sub01",0.5,3,100,90,45,90,45,100,0.671672199852765,"up","right",4,0.237212599953637,0,"right","up","left","distractor"
"sub01",0.85,3,100,90,76,90,76,100,0.842327799880877,"up","right",2,0.434380499878898,0,"right","up","left","distractor"
"sub01",0,2,100,90,0,100,90,0,0.828562199836597,"up","up",4,0.092018999857828,1,"up","left","right","target"
"sub01",0.85,3,100,90,76,100,90,76,0.706449899822474,"up","up",4,0.405849999981001,1,"up","left","right","target"
"sub01",0.3,3,100,90,27,100,90,27,1.06688959989697,"up","up",3,0.502033399883658,1,"up","left","right","target"
"sub01",0.95,3,100,90,86,100,90,86,1.07434149994515,"up","up",2,0.475884399842471,1,"up","left","right","target"
"sub01",0.85,3,100,90,76,90,76,100,1.17792249983177,"right","right",4,0.231677599716932,1,"right","up","left","target"
"sub01",0.5,3,100,90,45,100,90,45,0.695867899805307,"up","up",2,0.46096449973993,1,"up","left","right","target"
"sub01",0.5,3,100,90,45,90,100,45,0.869943899801001,"left","left",4,0.181159899802878,1,"left","up","right","target"
"sub01",0.95,3,100,90,86,86,100,90,0.840168699854985,"left","left",4,0.213838699972257,1,"left","right","up","target"
"sub01",0.3,3,100,90,27,90,100,27,0.750286199850962,"left","left",3,0.323951900005341,1,"left","up","right","target"
"sub01",0.3,3,100,90,27,100,27,90,0.871374000096694,"up","up",4,0.276377499802038,1,"up","right","left","target"
"sub01",0.3,3,100,90,27,27,100,90,0.720463899895549,"left","left",4,0.188950299983844,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,90,100,76,1.23889479995705,"left","left",4,0.145955099957064,1,"left","up","right","target"
"sub01",0.85,3,100,90,76,76,100,90,0.931974299950525,"left","left",4,0.0983277999330312,1,"left","right","up","target"
"sub01",0.95,3,100,90,86,100,86,90,1.76421779976226,"left","up",2,0.181655499851331,0,"up","right","left","dud"
"sub01",0.85,3,100,90,76,100,76,90,0.731431999709457,"up","up",4,0.137336699757725,1,"up","right","left","target"
"sub01",0.3,3,100,90,27,90,100,27,0.734565299935639,"left","left",4,0.266816299874336,1,"left","up","right","target"
"sub01",0.85,3,100,90,76,76,90,100,1.19565909984522,"left","right",2,0.226515799760818,0,"right","left","up","distractor"
"sub01",0.95,3,100,90,86,86,100,90,1.54266240005381,"left","left",1,0.654000099748373,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,100,76,90,1.38831289974041,"up","up",1,0.0763913998380303,1,"up","right","left","target"
"sub01",0.3,3,100,90,27,27,90,100,1.09325569984503,"left","right",3,0.280089600011706,0,"right","left","up","distractor"
"sub01",0.7,3,100,90,63,90,100,63,1.13264489988796,"left","left",3,0.698963799979538,1,"left","up","right","target"
"sub01",0.85,3,100,90,76,100,90,76,1.05807159980759,"up","up",3,0.717617599992082,1,"up","left","right","target"
"sub01",0.5,3,100,90,45,45,100,90,1.17249529971741,"left","left",3,0.342610799940303,1,"left","right","up","target"
"sub01",0.7,3,100,90,63,63,90,100,0.884438399923965,"right","right",3,0.549559199716896,1,"right","left","up","target"
"sub01",0.95,3,100,90,86,100,90,86,1.16989560006186,"left","up",3,0.383297599852085,0,"up","left","right","distractor"
"sub01",0.3,3,100,90,27,27,100,90,0.697705199709162,"left","left",4,0.333573000039905,1,"left","right","up","target"
"sub01",0.7,3,100,90,63,100,63,90,1.37627929984592,"up","up",3,0.375975599978119,1,"up","right","left","target"
"sub01",0.5,3,100,90,45,45,90,100,1.11879179999232,"left","right",3,0.329853900009766,0,"right","left","up","distractor"
"sub01",0.95,3,100,90,86,90,86,100,1.29672819981351,"left","right",1,0.351853399770334,0,"right","up","left","dud"
"sub01",0,2,100,90,0,90,100,0,0.975778799969703,"left","left",2,0.787726399954408,1,"left","up","right","target"
"sub01",0,2,100,90,0,100,0,90,0.746805499773473,"up","up",3,0.371198599925265,1,"up","right","left","target"
"sub01",0.95,3,100,90,86,100,86,90,1.01383419986814,"up","up",3,0.564007099950686,1,"up","right","left","target"
"sub01",0.7,3,100,90,63,90,63,100,0.660534099908546,"up","right",3,0.261689299950376,0,"right","up","left","distractor"
"sub01",0,2,100,90,0,0,90,100,0.862396099837497,"left","right",4,0.336967299925163,0,"right","left","up","distractor"
"sub01",0.5,3,100,90,45,100,45,90,0.631462699733675,"up","up",4,0.240085799945518,1,"up","right","left","target"
"sub01",0,2,100,90,0,0,100,90,0.920183399692178,"left","left",3,0.440980599960312,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,76,100,90,1.41916839987971,"left","left",3,0.243125799810514,1,"left","right","up","target"
"sub01",0.5,3,100,90,45,90,100,45,0.589446499943733,"left","left",4,0.1826617999468,1,"left","up","right","target"
"sub01",0.95,3,100,90,86,90,100,86,1.16626289975829,"left","left",4,0.211740499828011,1,"left","up","right","target"
"sub01",0,2,100,90,0,100,90,0,1.35014649992809,"up","up",4,0.171435299795121,1,"up","left","right","target"
"sub01",0.95,3,100,90,86,90,86,100,1.09421329991892,"up","right",4,0.181233799783513,0,"right","up","left","distractor"
"sub01",0.7,3,100,90,63,90,63,100,0.694677199935541,"right","right",4,0.284467299934477,1,"right","up","left","target"
"sub01",0.7,3,100,90,63,63,100,90,0.63930009980686,"left","left",4,0.0985022999811918,1,"left","right","up","target"
"sub01",0,2,100,90,0,90,0,100,0.743574699852616,"up","right",3,0.317793299909681,0,"right","up","left","distractor"
"sub01",0.3,3,100,90,27,27,90,100,0.583473399747163,"left","right",4,0.211147799855098,0,"right","left","up","distractor"
"sub01",0.3,3,100,90,27,90,27,100,0.690744899911806,"up","right",3,0.176074999850243,0,"right","up","left","distractor"
"sub01",0.5,3,100,90,45,45,90,100,0.713681299937889,"left","right",4,0.178836799925193,0,"right","left","up","distractor"
"sub01",0.7,3,100,90,63,100,90,63,1.02490959991701,"up","up",2,0.103744399966672,1,"up","left","right","target"
"sub01",0.7,3,100,90,63,100,90,63,0.774432899896055,"left","up",4,0.176312999799848,0,"up","left","right","distractor"
"sub01",0.95,3,100,90,86,86,90,100,1.15685959975235,"right","right",2,0.557058299891651,1,"right","left","up","target"
"sub01",0.95,3,100,90,86,90,100,86,1.08398590004072,"left","left",4,0.379758499795571,1,"left","up","right","target"
"sub01",0.7,3,100,90,63,63,90,100,0.857515299925581,"right","right",3,0.518787699984387,1,"right","left","up","target"
"sub01",0.95,3,100,90,86,86,90,100,0.832730599911883,"up","right",2,0.447955399751663,0,"right","left","up","dud"
"sub01",0.85,3,100,90,76,90,100,76,0.551367099862546,"left","left",4,0.192241499898955,1,"left","up","right","target"
"sub01",0.3,3,100,90,27,100,27,90,0.522994799772277,"up","up",4,0.0655584998894483,1,"up","right","left","target"
"sub01",0.5,3,100,90,45,45,100,90,0.579649599967524,"left","left",3,1.71089440002106,1,"left","right","up","target"
"sub01",0,2,100,90,0,90,100,0,1.02716769976541,"left","left",4,0.0598416000138968,1,"left","up","right","target"
"sub01",0.85,3,100,90,76,76,90,100,0.542580999899656,"left","right",4,0.021799499867484,0,"right","left","up","distractor"
"sub01",0.7,3,100,90,63,100,63,90,0.705548099940643,"up","up",4,0.0867388998158276,1,"up","right","left","target"
"sub01",0,2,100,90,0,0,100,90,1.24835689971223,"left","left",1,0.290858199819922,1,"left","right","up","target"
"sub01",0.3,3,100,90,27,100,90,27,0.724993099924177,"up","up",4,0.0701853998471051,1,"up","left","right","target"
"sub01",0.7,3,100,90,63,100,63,90,0.674842999782413,"up","up",4,0.0249853997956961,1,"up","right","left","target"
"sub01",0,2,100,90,0,0,100,90,0.669576199958101,"left","left",3,0.254152399720624,1,"left","right","up","target"
"sub01",0.95,3,100,90,86,86,100,90,1.34237809991464,"left","left",2,0.158185499953106,1,"left","right","up","target"
"sub01",0.95,3,100,90,86,90,100,86,0.814804099965841,"up","left",3,1.14009999996051,0,"left","up","right","distractor"
"sub01",0.95,3,100,90,86,86,90,100,0.710511799901724,"left","right",4,0.741778499912471,0,"right","left","up","distractor"
"sub01",0,2,100,90,0,90,0,100,0.701866899849847,"up","right",4,0.0714202998206019,0,"right","up","left","distractor"
"sub01",0.85,3,100,90,76,100,90,76,2.04831879981793,"up","up",2,0.691153099760413,1,"up","left","right","target"
"sub01",0.3,3,100,90,27,90,27,100,0.838064799783751,"up","right",4,0.0291718000080436,0,"right","up","left","distractor"
"sub01",0.3,3,100,90,27,100,27,90,0.561616399791092,"up","up",4,0.0768055999651551,1,"up","right","left","target"
"sub01",0.85,3,100,90,76,76,100,90,0.649520899867639,"left","left",4,0.488348199985921,1,"left","right","up","target"
"sub01",0.7,3,100,90,63,63,100,90,1.23788889986463,"left","left",4,0.0635678998660296,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,76,100,90,0.684216099791229,"left","left",4,0.0509464996866882,1,"left","right","up","target"
"sub01",0,2,100,90,0,100,90,0,1.10108030005358,"left","up",3,0.296572099905461,0,"up","left","right","distractor"
"sub01",0.5,3,100,90,45,45,100,90,0.628161599859595,"left","left",3,0.24255309975706,1,"left","right","up","target"
"sub01",0.5,3,100,90,45,45,90,100,0.527300599962473,"left","right",3,0.783463999861851,0,"right","left","up","distractor"
"sub01",0.85,3,100,90,76,90,100,76,0.796688700094819,"left","left",3,0.176522799767554,1,"left","up","right","target"
"sub01",0,2,100,90,0,90,0,100,0.677665299968794,"up","right",3,0.291018399875611,0,"right","up","left","distractor"
"sub01",0.3,3,100,90,27,100,27,90,0.692296899855137,"up","up",3,0.322475399821997,1,"up","right","left","target"
"sub01",0,2,100,90,0,100,0,90,0.990611599991098,"up","up",2,0.373338599922135,1,"up","right","left","target"
"sub01",0,2,100,90,0,0,90,100,1.09407379990444,"left","right",3,0.276741599896923,0,"right","left","up","distractor"
"sub01",0.7,3,100,90,63,90,100,63,0.649405199801549,"left","left",3,0.514450599905103,1,"left","up","right","target"
"sub01",0.95,3,100,90,86,86,90,100,1.04864050005563,"left","right",3,0.351834799861535,0,"right","left","up","distractor"
"sub01",0.5,3,100,90,45,100,90,45,1.20705889980309,"left","up",3,0.381379399914294,0,"up","left","right","distractor"
"sub01",0.3,3,100,90,27,100,90,27,0.782170199789107,"up","up",2,0.594653900014237,1,"up","left","right","target"
"sub01",0.95,3,100,90,86,90,86,100,1.29013559990562,"left","right",2,0.89571369998157,0,"right","up","left","dud"
"sub01",0.3,3,100,90,27,27,90,100,2.32174509996548,"left","right",3,1.05594210000709,0,"right","left","up","distractor"
"sub01",0.5,3,100,90,45,90,100,45,0.713972999947146,"left","left",4,0.106782799819484,1,"left","up","right","target"
"sub01",0.5,3,100,90,45,90,100,45,0.845779099967331,"left","left",4,0.0652577998116612,1,"left","up","right","target"
"sub01",0.95,3,100,90,86,100,90,86,0.853775399969891,"up","up",2,0.285370099823922,1,"up","left","right","target"
"sub01",0.5,3,100,90,45,45,90,100,0.684768999693915,"right","right",4,0.21432639984414,1,"right","left","up","target"
"sub01",0.85,3,100,90,76,100,76,90,1.08990500005893,"up","up",2,0.380066899815574,1,"up","right","left","target"
"sub01",0.95,3,100,90,86,90,86,100,0.876655399799347,"up","right",1,0.373226299881935,0,"right","up","left","distractor"
"sub01",0.95,3,100,90,86,86,100,90,1.00857809977606,"left","left",4,0.192564900033176,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,90,100,76,1.26992579991929,"left","left",4,0.251212099799886,1,"left","up","right","target"
"sub01",0.5,3,100,90,45,45,100,90,0.774399499874562,"left","left",4,0.135270199971274,1,"left","right","up","target"
"sub01",0.95,3,100,90,86,90,100,86,1.31457199994475,"up","left",3,0.420703500043601,0,"left","up","right","distractor"
"sub01",0,2,100,90,0,0,90,100,0.88799069984816,"left","right",4,0.207911599893123,0,"right","left","up","distractor"
"sub01",0,2,100,90,0,90,100,0,1.0108914996963,"left","left",4,0.374447099864483,1,"left","up","right","target"
"sub01",0,2,100,90,0,100,90,0,0.86614239984192,"up","up",4,0.0743500997778028,1,"up","left","right","target"
"sub01",0.5,3,100,90,45,100,45,90,0.876555999973789,"up","up",4,0.6129127999302,1,"up","right","left","target"
"sub01",0.5,3,100,90,45,90,45,100,1.06036499980837,"right","right",4,0.108467200072482,1,"right","up","left","target"
"sub01",0.3,3,100,90,27,27,100,90,0.754412499722093,"left","left",3,0.294855799991637,1,"left","right","up","target"
"sub01",0.3,3,100,90,27,90,27,100,0.72425049985759,"up","right",2,0.412649699952453,0,"right","up","left","distractor"
"sub01",0.85,3,100,90,76,90,76,100,0.898506599944085,"right","right",2,0.634234299883246,1,"right","up","left","target"
"sub01",0.7,3,100,90,63,100,63,90,1.61948659992777,"up","up",4,0.88473099982366,1,"up","right","left","target"
"sub01",0.85,3,100,90,76,76,90,100,1.0159946999047,"left","right",1,0.291391899809241,0,"right","left","up","distractor"
"sub01",0.7,3,100,90,63,63,100,90,0.900400499813259,"left","left",1,0.288397899828851,1,"left","right","up","target"
"sub01",0.7,3,100,90,63,100,90,63,0.920004599960521,"up","up",2,0.278894399991259,1,"up","left","right","target"
"sub01",0.5,3,100,90,45,100,45,90,0.61310729989782,"up","up",4,0.281480699777603,1,"up","right","left","target"
"sub01",0.7,3,100,90,63,63,90,100,0.694954999955371,"left","right",3,0.997588699916378,0,"right","left","up","distractor"
"sub01",0.3,3,100,90,27,90,100,27,0.95580630004406,"left","left",3,0.284842099994421,1,"left","up","right","target"
"sub01",0.85,3,100,90,76,76,90,100,0.681317299837247,"left","right",3,0.595982800005004,0,"right","left","up","distractor"
"sub01",0.3,3,100,90,27,27,100,90,0.568445699755102,"left","left",4,0.445264999987558,1,"left","right","up","target"
"sub01",0.95,3,100,90,86,100,86,90,0.695926599903032,"up","up",2,0.329080099938437,1,"up","right","left","target"
"sub01",0.7,3,100,90,63,90,63,100,0.623765799915418,"right","right",4,0.204888999927789,1,"right","up","left","target"
"sub01",0,2,100,90,0,0,100,90,0.536476999754086,"left","left",3,0.458319099852815,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,100,90,76,0.634964199736714,"up","up",4,0.208244000095874,1,"up","left","right","target"
"sub01",0.85,3,100,90,76,100,76,90,0.543448799988255,"up","up",3,0.42900689993985,1,"up","right","left","target"
"sub01",0,2,100,90,0,100,0,90,0.509975699940696,"up","up",2,0.417002599919215,1,"up","right","left","target"
"sub01",0.95,3,100,90,86,100,90,86,0.488296399824321,"up","up",1,0.424104399746284,1,"up","left","right","target"
"sub01",0.85,3,100,90,76,90,76,100,1.54561129980721,"up","right",2,0.512981799896806,0,"right","up","left","distractor"
"sub01",0.5,3,100,90,45,100,90,45,0.629628600087017,"up","up",3,0.322172899963334,1,"up","left","right","target"
"sub01",0.3,3,100,90,27,100,90,27,0.769390099914744,"left","up",4,0.407467299839482,0,"up","left","right","distractor"
"sub01",0.3,3,100,90,27,90,100,27,1.23459539981559,"left","left",3,0.444330499973148,1,"left","up","right","target"
"sub01",0.7,3,100,90,63,90,100,63,0.924178699962795,"left","left",4,0.276746300049126,1,"left","up","right","target"
"sub01",0.7,3,100,90,63,100,90,63,1.21374669973738,"left","up",4,0.599275799933821,0,"up","left","right","distractor"
"sub01",0.7,3,100,90,63,63,90,100,0.905627699801698,"right","right",4,0.14871979970485,1,"right","left","up","target"
"sub01",0,2,100,90,0,90,100,0,1.46284709987231,"left","left",3,0.298295199871063,1,"left","up","right","target"
"sub01",0.7,3,100,90,63,90,63,100,0.616954499855638,"right","right",4,0.18246419983916,1,"right","up","left","target"
"sub01",0.95,3,100,90,86,100,86,90,0.786497499793768,"up","up",4,0.115564499981701,1,"up","right","left","target"
"sub01",0.5,3,100,90,45,90,45,100,0.628184199798852,"right","right",4,0.0797113999724388,1,"right","up","left","target"
"sub01",0.3,3,100,90,27,27,90,100,0.688901599729434,"left","right",4,0.181061399867758,0,"right","left","up","distractor"
"sub01",0.3,3,100,90,27,90,27,100,1.08956019999459,"up","right",3,0.826477199792862,0,"right","up","left","distractor"
"sub01",0,2,100,90,0,100,0,90,0.739625700050965,"up","up",4,0.225342100020498,1,"up","right","left","target"
"sub01",0.7,3,100,90,63,100,90,63,0.686897400068119,"up","up",3,0.234182900050655,1,"up","left","right","target"
"sub01",0.5,3,100,90,45,90,45,100,0.59046689979732,"up","right",4,0.220788899809122,0,"right","up","left","distractor"
"sub01",0.95,3,100,90,86,90,86,100,1.13522539986297,"left","right",1,0.611277199815959,0,"right","up","left","dud"
"sub01",0.5,3,100,90,45,90,45,100,0.929208899848163,"up","right",4,0.183480100007728,0,"right","up","left","distractor"
"sub01",0.7,3,100,90,63,63,90,100,0.915686199907213,"left","right",4,0.196497400058433,0,"right","left","up","distractor"
"sub01",0.85,3,100,90,76,100,90,76,0.660428999690339,"up","up",4,0.137470299843699,1,"up","left","right","target"
"sub01",0.3,3,100,90,27,100,27,90,0.587342799874023,"right","up",2,0.603840099880472,0,"up","right","left","distractor"
"sub01",0.7,3,100,90,63,90,63,100,0.832618499873206,"up","right",4,0.149443099740893,0,"right","up","left","distractor"
"sub01",0.85,3,100,90,76,100,76,90,0.724400699837133,"up","up",4,0.3575110998936,1,"up","right","left","target"
"sub01",0.95,3,100,90,86,100,86,90,0.825224299915135,"left","up",4,0.138407399877906,0,"up","right","left","dud"
"sub01",0.95,3,100,90,86,100,90,86,0.830859299749136,"left","up",4,0.280337799806148,0,"up","left","right","distractor"
"sub01",0.95,3,100,90,86,86,100,90,0.767126799793914,"left","left",4,0.337772799888626,1,"left","right","up","target"
"sub01",0.3,3,100,90,27,27,100,90,0.519181799842045,"left","left",4,0.296260799979791,1,"left","right","up","target"
"sub01",0.3,3,100,90,27,90,27,100,0.532122599892318,"right","right",2,0.572131899883971,1,"right","up","left","target"
"sub01",0.85,3,100,90,76,90,76,100,1.31279729981907,"up","right",2,0.214553299825639,0,"right","up","left","distractor"
"sub01",0.7,3,100,90,63,63,90,100,0.747767399996519,"left","right",4,0.2423695998732,0,"right","left","up","distractor"
"sub01",0.5,3,100,90,45,45,90,100,0.656507199862972,"left","right",1,0.465601999778301,0,"right","left","up","distractor"
"sub01",0.7,3,100,90,63,63,100,90,1.78494829987176,"left","left",2,0.482166799949482,1,"left","right","up","target"
"sub01",0.85,3,100,90,76,90,76,100,0.774903099983931,"up","right",2,0.366986599983647,0,"right","up","left","distractor"
"sub01",0.3,3,100,90,27,90,100,27,0.617154999868944,"left","left",4,0.158761699916795,1,"left","up","right","target"
