"trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event","participant","Condition","UVal","LVal","RVal","ChosenITM","CorrectITM","Conf","item"
1,236.3952995,236.820319299994,-0.0530109256505966,-0.780048727989197,0.0947550151146948,0.0955272294938564,0.0711534041911364,0.076952263712883,0.425019799993606,"fixation","sub08",0.3,100,27,90,"up","up",4,"noFix"
1,236.887031000006,237.153693999993,-0.340086420997977,10.7414863109589,0.193268479879573,0.271610378408432,-0.10984768345952,0.167257308959961,0.266662999987602,"fixation","sub08",0.3,100,27,90,"up","up",4,"up"
1,237.228699900006,237.512034900006,8.5870509147644,-4.95883500576019,0.0790645015239716,0.0598164885520935,-0.0755964517593384,-0.11543345451355,0.283335000000079,"fixation","sub08",0.3,100,27,90,"up","up",4,"right"
2,239.445356400014,239.495359099994,-0.0439888089895248,-0.901929132640362,0.0895870526075363,0.120152304598689,-0.0807998925447464,0.121361792087555,0.0500026999798138,"fixation","sub08",0.3,90,27,100,"right","right",3,"noFix"
2,239.670353100009,239.853656899999,-0.400379005819559,0.962691448628902,0.0276342892974615,0.101839255647361,0.038712453097105,0.0709902048110962,0.183303799989517,"fixation","sub08",0.3,90,27,100,"right","right",3,"noFix"
2,239.912015499998,240.145314400012,-0.153018429176882,10.5295729637146,0.0538176896641497,0.270962097215652,-0.0841194335371256,0.224756002426147,0.233298900013324,"fixation","sub08",0.3,90,27,100,"right","right",3,"up"
2,240.212003000008,240.520324600002,8.24158263206482,-4.11935377120972,0.067018100810051,0.0637351610183716,-0.0740329027175903,-0.117951691150665,0.308321599994088,"fixation","sub08",0.3,90,27,100,"right","right",3,"right"
2,240.603650799996,240.636951599998,-0.381600856781006,9.10902261734009,0.0505262770682573,0.0964327111244202,-0.0354657061398029,0.108225107192993,0.033300800001598,"too short","sub08",0.3,90,27,100,"right","right",3,"up"
3,244.070294300007,244.195287800016,-0.420049235224724,-1.74230295419693,0.0450381561309099,0.0235324482321739,-0.0551686808466911,-0.0243244767189026,0.124993500008713,"fixation","sub08",0.5,45,100,90,"left","left",3,"noFix"
3,244.220289899997,244.453617299994,0.215700075030327,-0.718028977513313,0.0264903416365385,0.0156383809044957,0.0335319340229034,-0.0495524778962135,0.233327399997506,"fixation","sub08",0.5,45,100,90,"left","left",3,"noFix"
3,244.495281199997,244.620288400009,-3.76734280586243,1.03771939873695,0.0622372921228409,0.0462137181043625,0.0317406058311462,0.0468210875988007,0.125007200011169,"fixation","sub08",0.5,45,100,90,"left","left",3,"noFix"
3,244.720286200012,244.961970100005,-0.154945284128189,8.83244371414185,0.0367550074160099,0.127816731834412,0.0566470772027969,0.190372705459595,0.241683899992495,"fixation","sub08",0.5,45,100,90,"left","left",3,"up"
3,245.045309000008,245.528628500018,-11.4755935668945,-6.54251050949097,0.118232491779327,0.0777025454521179,-0.0959987640380859,-0.0869123935699463,0.483319500010111,"fixation","sub08",0.5,45,100,90,"left","left",3,"left"
3,245.595318299995,245.878645100005,8.64517188072205,-5.85466456413269,0.0532983286857605,0.0870665678501129,0.0889570713043213,0.040097713470459,0.2833268000104,"fixation","sub08",0.5,45,100,90,"left","left",3,"right"
3,245.903605500003,245.903605500003,-2.45489597320557,-6.14861273765564,0,0,4.10995674133301,0.0673677921295166,0,"blink","sub08",0.5,45,100,90,"left","left",3,"noFix"
4,248.770275600007,249.1869763,-0.306851286499295,-0.620521314442158,0.131484196356812,0.122463706299663,0.0688686687499285,-0.0690501928329468,0.416700699992361,"fixation","sub08",0.95,90,86,100,"right","right",2,"noFix"
4,249.22864880001,249.353652000005,-9.0326976776123,-5.66146802902222,0.118170279407501,0.0176983593463898,-0.0374894142150879,-0.0944706201553345,0.125003199995263,"fixation","sub08",0.95,90,86,100,"right","right",2,"left"
4,249.420315800002,249.628587600004,8.80760145187378,-5.93959498405457,0.0464733487129211,0.0915034410953522,0.0931999683380127,-0.033683180809021,0.208271800001967,"fixation","sub08",0.95,90,86,100,"right","right",2,"right"
4,249.728581399992,250.0619611,0.214778915047646,8.59658288955688,0.0655769432634115,0.0998296480178833,-0.0612978711724281,0.100178003311157,0.333379700008663,"fixation","sub08",0.95,90,86,100,"right","right",2,"up"
4,250.145293300011,250.328568199999,-10.5717792510986,-4.61407136917114,0.102313194179535,0.0410538027763367,-0.07086181640625,-0.0797704458236694,0.183274899987737,"fixation","sub08",0.95,90,86,100,"right","right",2,"left"
5,252.695185100019,253.145256999996,-0.540849536657333,-1.50302410125732,0.0948017572402954,0.0298238510727882,-0.0737418569624424,0.0535835921764374,0.450071899977047,"fixation","sub08",0.7,100,90,63,"up","up",2,"noFix"
