"trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event","participant","Condition","UVal","LVal","RVal","item"
1,1349.73421150027,1349.74256219994,-0.00938159227371216,-1.30088733136654,0,0,0.109637796878815,0.450815372169018,0.0083506996743381,"blink","sub02",0,90,0,100,"noFix"
1,1349.99256840022,1350.16754380008,0.319595724344254,-2.2050164937973,0.0727377065598965,0.111943916773796,-0.106905817985535,-0.371579386293888,0.17497539985925,"fixation","sub02",0,90,0,100,"noFix"
1,1350.20920479996,1350.45089410013,1.02904638648033,5.07635450363159,0.0606703621923923,0.0564197283983231,0.0624535977840424,-0.119809031486511,0.24168930016458,"fixation","sub02",0,90,0,100,"up"
1,1350.48422690015,1350.68422240019,0.0343455672264099,7.629514336586,0.0764368683278561,0.275516502356529,-0.0772971510887146,0.219054341316223,0.199995500035584,"fixation","sub02",0,90,0,100,"up"
1,1350.74251839984,1351.09251079988,8.31746113300323,-5.148177921772,0.0495897997140884,0.0756274447202682,0.132444143295288,-0.183635771274567,0.349992400035262,"fixation","sub02",0,90,0,100,"right"
1,1351.16753020044,1351.32585850032,-0.14664301276207,7.19708693027496,0.0444679276049137,0.152723242807388,0.0860313177108765,0.165029048919678,0.158328299876302,"fixation","sub02",0,90,0,100,"up"
2,1354.4424668001,1354.45084769977,0.380601167678833,-2.18257224559784,0,0,0.195897996425629,-0.096815288066864,0.00838089967146516,"blink","sub02",0.85,76,100,90,"noFix"
2,1354.45915520005,1354.57585389959,0.110681921243668,-1.98280653357506,0.0563908756434917,0.0537624471187592,0.108917206525803,-0.0879482626914978,0.116698699537665,"fixation","sub02",0.85,76,100,90,"noFix"
2,1354.59251820017,1354.90917039942,-0.589805334806442,-1.95898333191872,0.0599419295489788,0.0425937357187271,0.106956362724304,-0.220147848129272,0.31665219925344,"fixation","sub02",0.85,76,100,90,"noFix"
2,1354.95081260055,1355.20084870001,-0.427357591688633,5.94255673885345,0.093939057661593,0.13578309674263,0.0815807580947876,-0.393929004669189,0.250036099459976,"fixation","sub02",0.85,76,100,90,"up"
2,1355.2841440998,1355.54244899983,-10.4550838470459,-7.60639905929565,0.0712140778541565,0.0910163465023041,-0.0717043876647949,0.0884990692138672,0.258304900024086,"fixation","sub02",0.85,76,100,90,"left"
2,1355.61747410009,1355.70913570002,10.2746500968933,-7.65631008148193,0.0595626903533936,0.0700239127635956,-0.117334842681885,0.118331432342529,0.0916615999303758,"too short","sub02",0.85,76,100,90,"right"
2,1355.77579340059,1356.04245520011,0.450735986232758,5.90359282493591,0.0713156148076057,0.0936914784908295,-0.116666719317436,0.239270687103271,0.266661799512804,"fixation","sub02",0.85,76,100,90,"up"
3,1358.91733970027,1359.02573130047,-0.220085181295872,-2.34326702356339,0.0561378838196397,0.0709911207318306,0.0628381557762623,-0.10843363404274,0.108391600195318,"fixation","sub02",0.95,100,90,86,"noFix"
3,1359.0507232002,1359.3173421002,0.446028999984264,1.23778285086155,0.0635049575686455,0.0922229704767466,0.165898330509663,-0.267839390784502,0.266618900001049,"fixation","sub02",0.95,100,90,86,"noFix"
3,1359.42569130007,1359.49238279974,0.460411988198757,6.48613953590393,0,0,0.0103173516690731,0.279202342033386,0.0666914996691048,"blink","sub02",0.95,100,90,86,"up"
3,1359.60070800036,1359.90903929994,-10.1922497749329,-6.91278648376465,0.11122087469101,0.0965429966926575,-0.113903999328613,-0.214701890945435,0.308331299573183,"fixation","sub02",0.95,100,90,86,"left"
3,1359.98402990028,1360.15070780041,11.8791372776031,-9.74347329139709,0.119555211639404,0.0782730611801147,0.157559156417847,0.0750854015350342,0.166677900124341,"fixation","sub02",0.95,100,90,86,"right"
3,1360.22570239985,1360.29236100009,2.0955416560173,7.65678143501282,0.069086617988348,0.0391846037864685,-0.191057980060577,0.166386961936951,0.0666586002334952,"fixation","sub02",0.95,100,90,86,"up"
