"trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event","participant","Condition","UVal","LVal","RVal","ChosenITM","CorrectITM","Conf","item"
1,543.69002280006,544.098427400051,0.104735918343067,-1.11976635456085,0.0329575341939926,0.0350187608599663,-0.0390299037098885,-0.0434354841709137,0.408404599991627,"fixation","sub09",0.7,90,63,100,"right","right",4,"noFix"
1,544.156760299986,544.39008490002,-0.203529075719416,7.93646657466888,0.0643442874653265,0.194631581997871,-0.0465258881449699,0.156161904335022,0.233324600034393,"fixation","sub09",0.7,90,63,100,"right","right",4,"up"
1,544.465091900027,544.615091199987,-7.73215007781982,-5.91520667076111,0.0290775677204132,0.0337411979913712,0.0662686824798584,-0.056920051574707,0.149999299959745,"fixation","sub09",0.7,90,63,100,"right","right",4,"left"
1,544.681712499994,544.923422800028,8.27200245857239,-4.94094049930573,0.0293373750686645,0.0446780269145966,0.0559718608856201,0.048903226852417,0.241710300033446,"fixation","sub09",0.7,90,63,100,"right","right",4,"right"
1,545.006736700016,545.190054800012,1.90736609697342,7.70470428466797,0.0347849342465401,0.0538663700580597,0.0338498055934906,0.103299975395203,0.183318099996541,"fixation","sub09",0.7,90,63,100,"right","right",4,"up"
2,548.048384700029,548.423357700056,-0.284373428672552,-0.920744925737381,0.0301817102886736,0.0846627754747867,0.0349149368703365,-0.0856427252292633,0.374973000027239,"fixation","sub09",0,90,100,0,"left","left",3,"noFix"
2,548.473390800063,548.731707600062,-0.1338035245426,6.04402017593384,0.0740339382489212,0.0596174796581268,0.0367872156202793,0.114869356155396,0.258316799998283,"fixation","sub09",0,90,100,0,"left","left",3,"up"
2,548.798376700084,549.023367800051,-8.25161051750183,-4.50891399383545,0.0519070338249207,0.0976020209312439,0.0916099548339844,0.0996335744857788,0.224991099967156,"fixation","sub09",0,90,100,0,"left","left",3,"left"
2,549.106706499995,549.390039200021,-0.455462776124477,9.21468949317932,0.082981980997324,0.0550035132408142,-0.0366772189736366,0.114564895629883,0.283332700026222,"fixation","sub09",0,90,100,0,"left","left",3,"up"
2,549.47336850001,549.531645300041,-8.82131361961365,-6.88681375980377,0.0212695615768433,0.0561169733047485,0.1566002368927,-0.0859088897705078,0.0582768000313081,"too short","sub09",0,90,100,0,"left","left",3,"left"
3,552.248294499994,552.656667600037,0.452358357608318,-0.875920951366425,0.0268326864212751,0.0725748409330845,-0.045040600001812,-0.0587342604994774,0.408373100042809,"fixation","sub09",0.7,90,100,63,"left","left",3,"noFix"
3,552.715002400044,552.964992300025,0.881247341632843,7.56484389305115,0.041773067048192,0.0948227892637253,0.0719480216503143,-0.0645377635955811,0.249989899981301,"fixation","sub09",0.7,90,100,63,"left","left",3,"up"
3,553.039970399986,553.331610099995,-7.04927659034729,-4.94125294685364,0.0280680305957794,0.0777064337253571,0.0421104431152344,-0.0578813552856445,0.291639700008091,"fixation","sub09",0.7,90,100,63,"left","left",3,"left"
3,553.414999899978,553.664995700005,0.415414243936539,8.72707271575928,0.0297044634103775,0.0345540238380432,0.0360180884599686,0.105772018432617,0.249995800026227,"fixation","sub09",0.7,90,100,63,"left","left",3,"up"
3,553.748311700008,553.814923099999,9.52299213409424,-6.74877238273621,0.0243526087760925,0.0411343960762024,0.0531702041625977,-0.140496015548706,0.0666113999905065,"too short","sub09",0.7,90,100,63,"left","left",3,"right"
4,556.839920000057,557.239978700061,-0.0486945733428001,-0.804835423827171,0.0310090522633865,0.0263773607879877,-0.0319006945937872,0.03884257376194,0.400058700004593,"fixation","sub09",0,0,90,100,"right","right",3,"noFix"
4,557.281652200036,557.514988200041,6.20882081985474,-3.80949884653091,0.0931146001338959,0.132552471899986,-0.0322970151901245,-0.0583178997039795,0.233336000004783,"fixation","sub09",0,0,90,100,"right","right",3,"right"
4,557.573311300017,557.83165930002,-7.63214135169983,-4.89344120025635,0.0303218151569366,0.0756315097332001,0.0617482662200928,0.0763790607452393,0.258348000003025,"fixation","sub09",0,0,90,100,"right","right",3,"left"
4,557.906656100065,558.256636200007,8.78619742393494,-4.49067711830139,0.0683865962505341,0.0845867332220077,-0.0528929233551025,0.134058833122253,0.349980099941604,"fixation","sub09",0,0,90,100,"right","right",3,"right"
5,561.923275000008,562.331610099995,0.0514564868062735,-0.961197912693024,0.0882452779993415,0.0649802479684353,-0.0224276981316507,-0.0929843336343765,0.408335099986289,"fixation","sub09",0.85,90,100,76,"left","left",1,"noFix"
5,562.389961700013,562.614909500058,0.337647214531898,7.51682376861572,0.0624665566429496,0.043164781665802,0.0359404496848583,0.0797684192657471,0.224947800044902,"fixation","sub09",0.85,90,100,76,"left","left",1,"up"
5,562.689941100019,562.998278399988,-7.62995839118958,-4.61565279960632,0.0642749240398407,0.0874914500713348,0.110534310340881,-0.110504031181335,0.308337299968116,"fixation","sub09",0.85,90,100,76,"left","left",1,"left"
5,563.08994450001,563.223271000024,0.570220440626144,9.16358089447021,0.0265161235392094,0.0377756349563599,-0.045951247215271,0.0874192714691162,0.133326500013936,"fixation","sub09",0.85,90,100,76,"left","left",1,"up"
5,563.306574200047,563.306574200047,8.61458778381348,-5.46057772636414,0,0,0.198476076126099,-0.15274715423584,0,"blink","sub09",0.85,90,100,76,"left","left",1,"right"
6,567.69824290002,567.739910100063,0.952978592831641,-3.66358780860901,0,0,0.548800444463268,-0.666602194309235,0.0416672000428662,"blink","sub09",0.95,90,100,86,"left","left",2,"noFix"
6,567.77324010001,568.148239000002,0.0679309107363224,-1.1101983487606,0.0334467607095838,0.126979339170456,-0.0315674827434123,-0.0553404837846756,0.374998899991624,"fixation","sub09",0.95,90,100,86,"left","left",2,"noFix"
6,568.214907900023,568.448238600045,0.25313026458025,7.21195757389069,0.0388977055571973,0.297341380047798,-0.0421921499073505,0.104903221130371,0.233330700022634,"fixation","sub09",0.95,90,100,86,"left","left",2,"up"
6,568.514864000026,568.739895200008,-7.36857891082764,-3.99332094192505,0.0497232381820679,0.181083247375488,0.102089643478394,-0.0895392298698425,0.225031199981458,"fixation","sub09",0.95,90,100,86,"left","left",2,"left"
6,568.814906200045,569.139882499992,8.38403677940369,-5.46292328834534,0.0316215588569641,0.0362086608409882,0.087465763092041,0.103335857391357,0.324976299947593,"fixation","sub09",0.95,90,100,86,"left","left",2,"right"
6,569.223237799946,569.339903000044,0.756850481033325,7.81526803970337,0.0308363706797361,0.0218867365837097,0.0275706052780151,0.0871310234069824,0.116665200097486,"fixation","sub09",0.95,90,100,86,"left","left",2,"up"
6,569.423225599981,569.506568700017,-7.30094790458679,-5.2548942565918,0.0224777541160583,0.0342712403297424,-0.0274925231933594,0.0499178171157837,0.0833431000355631,"fixation","sub09",0.95,90,100,86,"left","left",2,"left"
7,574.123169900035,574.514857100032,0.0375070106238127,-1.24916034936905,0.0310845988165587,0.165548535346985,-0.03747304296121,0.0465522110462189,0.39168719999725,"fixation","sub09",0.85,100,76,90,"up","up",4,"noFix"
7,574.573189700022,574.823184100038,0.488093376159668,7.44283902645111,0.0465453480452299,0.100446646285057,0.0334405638277531,0.0898644924163818,0.249994400015566,"fixation","sub09",0.85,100,76,90,"up","up",4,"up"
7,574.906518000062,575.164851800015,-7.94534301757812,-4.34212327003479,0.0265494831562042,0.0892330430030823,-0.0226627588272095,-0.099191427230835,0.258333799953107,"fixation","sub09",0.85,100,76,90,"up","up",4,"left"
7,575.239844500029,575.364844799973,8.63633346557617,-5.38950347900391,0.017992807674408,0.060373572063446,-0.0264925956726074,0.119453430175781,0.125000299944077,"fixation","sub09",0.85,100,76,90,"up","up",4,"right"
7,575.456512500008,575.523141000012,0.702816486358643,9.17979288101196,0.0214345259875059,0.0161907697677612,-0.0741834118962288,0.0404918193817139,0.066628500004299,"too short","sub09",0.85,100,76,90,"up","up",4,"up"
8,578.0065206,578.189837499987,-0.746064066886902,-1.24789017438889,0.0192576011002064,0.0498463373780251,-0.0280319899320602,-0.0533397495746613,0.183316899987403,"fixation","sub09",0.85,76,90,100,"right","right",4,"noFix"
8,578.214831300022,578.448162599991,0.0961295105516911,-0.98512664437294,0.0280881250703707,0.0672033019155264,0.0603293841704726,-0.0458648204803467,0.233331299968995,"fixation","sub09",0.85,76,90,100,"right","right",4,"noFix"
8,578.531500900048,578.764843700046,-0.619167342782021,8.39442300796509,0.0667783865556121,0.108668046569824,0.0352987051010132,0.0662932395935059,0.233342799998354,"fixation","sub09",0.85,76,90,100,"right","right",4,"up"
8,578.848180199973,579.089843200054,-8.03081750869751,-5.49863123893738,0.0198680158138275,0.0830330145835876,-0.0362372398376465,0.118736028671265,0.241663000080734,"fixation","sub09",0.85,76,90,100,"right","right",4,"left"
8,579.148181800032,579.289853700029,7.83560395240784,-5.1452751159668,0.0257944511890411,0.090460676908493,0.0880526304244995,-0.125359296798706,0.141671899997164,"fixation","sub09",0.85,76,90,100,"right","right",4,"right"
8,579.298183100007,579.36484960001,7.76945650577545,-5.18428695201874,0.0149631358623505,0.0627443583011627,-0.0688447952270508,0.0794148445129395,0.0666665000026114,"fixation","sub09",0.85,76,90,100,"right","right",4,"right"
8,579.46483500005,579.556469000003,1.07065060734749,8.80049562454224,0.041071609300375,0.0450668542385101,0.0415621101856232,-0.0476312637329102,0.0916339999530464,"fixation","sub09",0.85,76,90,100,"right","right",4,"up"
9,581.598175600055,581.614842200011,0.150988848879933,-1.5937984585762,0.0112448447842151,0.115007345867157,-0.00270610861480236,-0.0032782256603241,0.0166665999568067,"too short","sub09",0.3,100,90,27,"up","up",3,"noFix"
9,581.631503200042,582.006486699975,0.106680177152157,-1.12676584720612,0.0486628994420171,0.0649209076166153,-0.0499376310035586,0.0658747851848602,0.374983499932569,"fixation","sub09",0.3,100,90,27,"up","up",3,"noFix"
9,582.064834399964,582.223166799988,0.106599297374487,5.83084654808044,0.0225976057201624,0.0439417293548584,-0.0317122554406524,0.0695163011550903,0.158332400023937,"fixation","sub09",0.3,100,90,27,"up","up",3,"up"
9,582.264830700005,582.423158400052,-1.07341575622559,9.87430834770203,0.031345999583602,0.0546044350147247,0.0306458920240402,-0.151984930038452,0.158327700046357,"fixation","sub09",0.3,100,90,27,"up","up",3,"up"
9,582.498152900022,582.739816099987,-7.16859436035156,-5.41532516479492,0.043676266336441,0.0538419799804687,-0.0622440576553345,0.101088881492615,0.241663199965842,"fixation","sub09",0.3,100,90,27,"up","up",3,"left"
9,582.82314350002,582.923151900002,0.230329722166061,8.60807275772095,0.0386531033456326,0.0414136447906494,0.0503832567483187,0.126451730728149,0.100008399982471,"fixation","sub09",0.3,100,90,27,"up","up",3,"up"
10,585.398044800037,585.823121300025,-0.0333669735118747,-1.09503376483917,0.0376710644317791,0.138427917873859,0.0286555461352691,0.0637916922569275,0.425076499988791,"fixation","sub09",0,0,100,90,"left","left",3,"noFix"
10,585.873122399964,586.106459200033,-7.08274877071381,-4.6769722700119,0.02423737449646,0.147176621031761,0.0287671089172363,0.0741903781890869,0.233336800069083,"fixation","sub09",0,0,100,90,"left","left",3,"left"
10,586.164739700034,586.398118800018,8.17232930660248,-4.76450574398041,0.0325692370891571,0.0682211678981781,0.0470075607299805,0.0692089796066284,0.233379099983722,"fixation","sub09",0,0,100,90,"left","left",3,"right"
10,586.464794499974,586.581409900042,-8.090989112854,-5.45693278312683,0.0180797636032104,0.0485125712871552,0.0600924491882324,0.085728645324707,0.116615400067531,"fixation","sub09",0,0,100,90,"left","left",3,"left"
11,589.156389400014,589.164724700036,0.13100602850318,-1.53524386882782,0,0,-0.145317012444139,-0.2029829621315,0.00833530002273619,"blink","sub09",0.7,63,90,100,"left","right",1,"noFix"
11,589.173073000042,589.581375600013,0.244905194267631,-1.25783944129944,0.151120708113536,0.132911960434914,0.0297453450039029,0.0475189387798309,0.408302599971648,"fixation","sub09",0.7,63,90,100,"left","right",1,"noFix"
11,589.639731600008,589.914736900013,0.553128123283386,8.78945350646973,0.0268207123070955,0.0678574376106262,-0.0335570275783539,0.0505661964416504,0.275005300005432,"fixation","sub09",0.7,63,90,100,"left","right",1,"up"
11,589.989747400046,590.223090000043,-7.7973815202713,-5.05322968959808,0.0257456710338592,0.0943818237304687,0.0936013460159302,0.101266860961914,0.233342599996831,"fixation","sub09",0.7,63,90,100,"left","right",1,"left"
11,590.298089499993,590.673082700057,8.0165878534317,-5.07919812202454,0.0426388043403625,0.0666785838603973,-0.0467656850814819,0.0644781589508057,0.374993200064637,"fixation","sub09",0.7,63,90,100,"left","right",1,"right"
12,593.789726100047,594.181356400019,-0.025756549090147,-1.52733361721039,0.0220448357619345,0.0807346032500267,0.038963585626334,-0.0656355023384094,0.391630299971439,"fixation","sub09",0.5,90,45,100,"right","right",3,"noFix"
12,594.264690599986,594.539702900045,0.231191869825125,7.47756552696228,0.0187485963083804,0.156841631126404,0.0233537256717682,-0.0851448774337769,0.275012300058734,"fixation","sub09",0.5,90,45,100,"right","right",3,"up"
12,594.606361200043,594.689680600015,-7.71195816993713,-4.43621909618378,0.0102724644184113,0.0373060375928879,0.0564467906951904,-0.0795197486877441,0.0833193999715149,"fixation","sub09",0.5,90,45,100,"right","right",3,"left"
12,594.764705500042,594.998046599969,7.90694141387939,-4.92962372303009,0.0319741545438766,0.0583905527114868,0.0761786699295044,-0.0905178785324097,0.233341099927202,"fixation","sub09",0.5,90,45,100,"right","right",3,"right"
12,595.073043500015,595.306377900008,1.18621499836445,8.72936725616455,0.0603525621324778,0.0946352684497833,-0.0837987661361694,0.120961427688599,0.2333343999926,"fixation","sub09",0.5,90,45,100,"right","right",3,"up"
12,595.373026100046,595.373026100046,9.00704622268677,-5.18678545951843,0,0,0.0567951202392578,0.499916136264801,0,"blink","sub09",0.5,90,45,100,"right","right",3,"right"
13,597.606387299951,597.973037499993,-0.163212835555896,-1.08594936132431,0.0275377538701985,0.0830156720012426,-0.0419268766418099,-0.0519995242357254,0.366650200041477,"fixation","sub09",0.7,100,90,63,"up","up",2,"noFix"
13,598.031365100003,598.306314699992,0.20180156826973,6.98577952384949,0.0291397027686238,0.173059972286224,-0.0411245878785849,0.109273910522461,0.274949599988759,"fixation","sub09",0.7,100,90,63,"up","up",2,"up"
13,598.381323700072,598.614676100027,-8.32308757305145,-4.64654171466827,0.0457308652639389,0.131942189741135,0.0591990947723389,0.0758703947067261,0.233352399955038,"fixation","sub09",0.7,100,90,63,"up","up",2,"left"
13,598.706312800001,598.889595400018,0.486738696694374,9.82969450950623,0.0518368129357696,0.07768098320961,-0.0515090525150299,0.103610754013062,0.183282600017264,"fixation","sub09",0.7,100,90,63,"up","up",2,"up"
14,601.081363200035,601.481351100025,-0.109687542542815,-1.29987376928329,0.0276444794453681,0.0403301862895489,-0.0310409814119339,-0.109440863132477,0.399987899989355,"fixation","sub09",0.7,90,63,100,"up","right",2,"noFix"
14,601.539685400086,601.847999199992,-0.138622922822833,8.19967031478882,0.033139788717404,0.143075729942322,0.0441016349941492,0.0987296104431152,0.308313799905591,"fixation","sub09",0.7,90,63,100,"up","right",2,"up"
