"trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event","participant","Condition","UVal","LVal","RVal","ChosenITM","CorrectITM","Conf","item"
4,287.102462099865,287.202507499605,-5.56622016429901,-3.81534057855606,0.0815514057397842,0.0809282215833664,0.0634084939956665,0.0962974429130554,0.100045399740338,"fixation","sub05",0.95,86,90,100,"left","right",2,"left"
4,287.260839199647,287.394152999856,6.65145134925842,-5.6753032207489,0.115211303472519,0.0553096263885498,0.224018931388855,-0.204825878143311,0.133313800208271,"fixation","sub05",0.95,86,90,100,"left","right",2,"right"
5,290.952366899699,291.202429799363,-0.404195134527981,-0.775175094604492,0.0542547472480684,0.0784562629178166,-0.0845622369088233,0.0949032306671143,0.250062899664044,"fixation","sub05",0.3,100,90,27,"left","up",2,"noFix"
5,291.244074800052,291.352427699603,-2.80913805961609,2.52636361122131,0.0690518444538116,0.191939836478233,0.0763161182403564,0.207794725894928,0.108352899551392,"too short","sub05",0.3,100,90,27,"left","up",2,"noFix"
5,291.402424400207,291.669077700004,-0.689104785211384,10.0014309883118,0.0243584025241435,0.0741825977325439,0.0459173005074263,0.12242603302002,0.266653299797326,"fixation","sub05",0.3,100,90,27,"left","up",2,"up"
5,291.735746099614,292.002414900344,-8.51708221435547,-4.11965352296829,0.0699889183044434,0.131401896500587,-0.104533910751343,0.1350337266922,0.266668800730258,"fixation","sub05",0.3,100,90,27,"left","up",2,"left"
5,292.077413400169,292.244032499846,8.13461589813232,-6.47585916519165,0.131352939605713,0.0952156816005707,0.113750457763672,0.229019403457642,0.166619099676609,"fixation","sub05",0.3,100,90,27,"left","up",2,"right"
5,292.327408599667,292.652395699639,-8.34415864944458,-5.15072059631348,0.0421149478912353,0.0742706140995026,-0.0893962383270264,0.090069055557251,0.324987099971622,"fixation","sub05",0.3,100,90,27,"left","up",2,"left"
5,292.719072999898,293.02740149945,-1.19305872917175,9.65051412582397,0.0445704808115959,0.103109229755402,0.178053967654705,0.244355201721191,0.308328499551862,"fixation","sub05",0.3,100,90,27,"left","up",2,"up"
5,293.060733599588,293.21902459953,-0.320931773632765,11.5605502128601,0.0845497449181974,0.0591349802970886,0.0486391680315137,-0.133440494537354,0.158290999941528,"fixation","sub05",0.3,100,90,27,"left","up",2,"up"
5,293.294034600258,293.569060900249,-8.87562131881714,-5.60362577438354,0.0564591413497925,0.0446918126106262,-0.0946037769317627,-0.144298791885376,0.275026299990714,"fixation","sub05",0.3,100,90,27,"left","up",2,"left"
5,293.652395100333,293.802388399839,-0.865984439849854,10.037693977356,0.054664239308238,0.0868972512245178,-0.077169768512249,0.120978355407715,0.149993299506605,"fixation","sub05",0.3,100,90,27,"left","up",2,"up"
6,296.777288400102,296.810692999978,0.654272332787514,-1.21474465727806,0.0153408506780863,0.017570753288269,-0.0438468754291534,0.162824243307114,0.0334045998752117,"too short","sub05",0.7,100,90,63,"[]","up",0,"noFix"
6,297.452343099751,297.519008699805,-1.38986256718636,2.15225747227669,0.0673041981875896,0.10934928971529,0.0912057757377625,0.158620536327362,0.066665600053966,"fixation","sub05",0.7,100,90,63,"[]","up",0,"noFix"
6,297.560668599792,297.75232570013,-1.57476878166199,9.90804243087769,0.0292596096038818,0.0663014213562012,0.0697344541549683,0.153944253921509,0.191657100338489,"fixation","sub05",0.7,100,90,63,"[]","up",0,"up"
6,297.785662299953,298.177331099752,-0.106174696236849,11.5785865783691,0.142045006147027,0.122718145179749,0.141588644357398,-0.208518266677856,0.391668799798936,"fixation","sub05",0.7,100,90,63,"[]","up",0,"up"
6,298.252321299631,298.452338999603,9.61650943756104,-6.20644640922546,0.103793212366104,0.0472739795207977,0.0938677787780762,-0.252948522567749,0.200017699971795,"fixation","sub05",0.7,100,90,63,"[]","up",0,"right"
6,298.535672099795,298.785665799864,-9.20135903358459,-5.07761919498444,0.0396310482501984,0.0640704362154007,-0.0958218574523926,0.0760455131530762,0.249993700068444,"fixation","sub05",0.7,100,90,63,"[]","up",0,"left"
6,298.852334800176,299.210591199808,-1.20460292696953,10.4449253082275,0.0491641663491726,0.120361144638062,0.12759549356997,0.210276365280151,0.3582563996315,"fixation","sub05",0.7,100,90,63,"[]","up",0,"up"
6,299.24398669973,299.38565349998,0.737250233069062,11.4752759933472,0.0851432913470082,0.0798248356819153,0.063379215891473,0.0708103179931641,0.141666800249368,"fixation","sub05",0.7,100,90,63,"[]","up",0,"up"
6,299.460644999519,299.743980099913,-9.23992013931274,-4.88579738140106,0.0444054943084717,0.0540828761816025,-0.139029979705811,-0.256946444511414,0.283335100393742,"fixation","sub05",0.7,100,90,63,"[]","up",0,"left"
6,299.810643099714,299.810643099714,-0.835757069289684,13.2591395378113,0,0,0.311024468392134,-0.26041316986084,0,"blink","sub05",0.7,100,90,63,"[]","up",0,"up"
7,301.118962399662,301.26900820015,-0.474125694483519,-1.32180988788605,0.0376350882388651,0.0408340711534023,0.052815206348896,-0.0972615778446198,0.150045800488442,"fixation","sub05",0.85,76,100,90,"left","left",2,"noFix"
7,301.319016799796,301.502347500063,-0.954752191901207,4.69051086902618,0.0628526334553957,0.118495303702354,0.0704691708087921,0.144915580749512,0.183330700267106,"fixation","sub05",0.85,76,100,90,"left","left",2,"up"
7,301.54397629993,301.885678299703,-1.17388871312141,11.4842371940613,0.0469914169371128,0.0893998852729797,-0.083766408264637,0.125204563140869,0.34170199977234,"fixation","sub05",0.85,76,100,90,"left","left",2,"up"
7,301.969010499772,302.169009699486,9.97495865821838,-6.55573654174805,0.0294865433692932,0.0739818214416504,0.0668809413909912,-0.0921740531921387,0.199999199714512,"fixation","sub05",0.85,76,100,90,"left","left",2,"right"
7,302.252339800354,302.685616400093,-8.23131942749023,-5.65468597412109,0.0457437672615051,0.0884507931232452,-0.0862354040145874,0.0684119462966919,0.433276599738747,"fixation","sub05",0.85,76,100,90,"left","left",2,"left"
8,307.935507399961,308.343932999764,0.0444251354783773,-1.18975052237511,0.0382574080277234,0.116222740548849,0.154522720142268,0.155327558517456,0.408425599802285,"fixation","sub05",0,0,90,100,"right","right",2,"noFix"
8,308.393917799462,308.610603000037,6.78933012485504,-4.99472749233246,0.0810568880796432,0.0826480755329132,0.0963152647018433,-0.0954145193099976,0.216685200575739,"fixation","sub05",0,0,90,100,"right","right",2,"right"
8,308.652273999993,308.827275499701,11.0047245025635,-6.28528380393982,0.0984991516113281,0.0676241412162781,0.0920941829681396,0.0990481376647949,0.175001499708742,"fixation","sub05",0,0,90,100,"right","right",2,"right"
8,308.910616400186,309.277282799594,-8.99826717376709,-5.26404321193695,0.0586503600597382,0.0889302879095077,-0.139477014541626,0.180245399475098,0.366666399408132,"fixation","sub05",0,0,90,100,"right","right",2,"left"
8,309.352290799841,309.660604499746,8.23055982589722,-6.69768977165222,0.0945034206390381,0.0486161407470703,0.133255243301392,0.0967082977294922,0.308313699904829,"fixation","sub05",0,0,90,100,"right","right",2,"right"
9,311.893930799328,312.268957899883,-0.0147032402455807,-1.14567810297012,0.106401536750793,0.0952614571809769,0.224304471164942,0.107843637466431,0.375027100555599,"fixation","sub05",0.7,63,100,90,"left","left",3,"noFix"
9,312.318941499572,312.452292900067,-0.131640896201134,8.61044478416443,0.10585176032111,0.236531437683105,0.0671735107898712,-0.180556416511536,0.133351400494576,"fixation","sub05",0.7,63,100,90,"left","left",3,"up"
9,312.485613700002,312.677294999361,-0.688305705785751,11.6674709320068,0.041383356025815,0.0741288688659668,-0.0516392588615417,0.0913805961608887,0.191681299358606,"fixation","sub05",0.7,63,100,90,"left","left",3,"up"
9,312.768964299466,312.985604199581,9.86454033851624,-7.3498170375824,0.0295332026481628,0.052589425778389,0.0637140274047852,-0.0880615711212158,0.216639900114387,"fixation","sub05",0.7,63,100,90,"left","left",3,"right"
9,313.027295199689,313.152289499994,8.47426176071167,-3.77195417881012,0.0297226675987244,0.101716167497635,-0.0444996356964111,-0.156016707420349,0.124994300305843,"fixation","sub05",0.7,63,100,90,"left","left",3,"right"
9,313.235618899576,313.660565999337,-7.84457552433014,-5.78569626808167,0.0453367357492447,0.0954274157524109,0.0915544033050537,0.107205033302307,0.424947099760175,"fixation","sub05",0.7,63,100,90,"left","left",3,"left"
10,320.368850199506,320.74392949976,0.272810600697994,-1.30266517400742,0.0887620759069919,0.158590647125244,-0.144741989672184,-0.185647502541542,0.375079300254583,"fixation","sub05",0,90,100,0,"left","left",3,"noFix"
10,320.793955799658,321.177268200088,-0.805736340582371,10.3283586502075,0.0513320554196835,0.0620024050712585,0.090209424495697,0.145447731018066,0.383312400430441,"fixation","sub05",0,90,100,0,"left","left",3,"up"
10,321.243913399987,321.585604799446,-8.94151067733765,-5.50899291038513,0.0390545233726501,0.058903097820282,-0.0748875141143799,-0.162489533424377,0.341691399458796,"fixation","sub05",0,90,100,0,"left","left",3,"left"
10,321.652232499793,321.852242300287,-1.03323903679848,11.2480397224426,0.064055369156599,0.174789900398254,0.108226530253887,0.0832464694976807,0.200009800493717,"too short","sub05",0,90,100,0,"left","left",3,"up"
11,327.960400199983,328.327137600165,-0.0162463532760739,-1.44739931821823,0.0351038606768008,0.109453787058592,0.0596848027780652,0.0869142413139343,0.366737400181592,"fixation","sub05",0.5,45,90,100,"left","right",3,"noFix"
11,328.37713669939,328.577128499746,-0.907992981374264,10.2219078540802,0.0267565668448806,0.100447529983521,0.0379599034786224,-0.12639307975769,0.199991800356656,"fixation","sub05",0.5,45,90,100,"left","right",3,"up"
11,328.618806399871,328.760469699744,0.511202074587345,12.0083379745483,0.0515958035107702,0.0520675134658813,0.0366954188793898,-0.0707340240478516,0.141663299873471,"fixation","sub05",0.5,45,90,100,"left","right",3,"up"
11,328.843803699594,329.09380149981,8.16152429580688,-5.33455061912537,0.0379873691082001,0.0445760481119156,0.081183910369873,-0.133506417274475,0.249997800216079,"fixation","sub05",0.5,45,90,100,"left","right",3,"right"
11,329.177121799905,329.543794699945,-8.45796823501587,-5.20352983474731,0.0582664814472198,0.104109753155708,-0.0822463035583496,0.0811495780944824,0.366672900039703,"fixation","sub05",0.5,45,90,100,"left","right",3,"left"
11,329.627128599677,329.652091300115,8.8301568031311,-6.46338045597076,0.0836516035079956,0.0505565658330917,0.101120710372925,-0.0240496397018433,0.0249627004377544,"too short","sub05",0.5,45,90,100,"left","right",3,"right"
12,331.493689099792,331.535434799735,0.285595463588834,-1.51965719461441,0.0101369216434658,0.0423866851687431,0.015733593609184,0.0484756529331207,0.041745699942112,"too short","sub05",0.95,86,90,100,"left","right",1,"noFix"
12,331.560433599632,331.727099999785,-0.127415946451947,-0.645426742732525,0.051969333531009,0.17433754620105,-0.0536991814151406,0.110693737864494,0.16666640015319,"fixation","sub05",0.95,86,90,100,"left","right",1,"noFix"
12,331.960428399965,331.993762700353,-0.502482832409441,3.70205771923065,0.00799296285118908,0.141864356088638,0.0653291381895542,-0.169729173183441,0.0333343003876507,"too short","sub05",0.95,86,90,100,"left","right",1,"up"
12,332.035408799537,332.310419399757,-1.31827646493912,10.3478751182556,0.0442538516521454,0.041258113861084,0.0480823516845703,-0.178144216537476,0.275010600220412,"fixation","sub05",0.95,86,90,100,"left","right",1,"up"
12,332.34376119962,332.502108699642,0.996779382228851,11.4101386070251,0.0619917123198509,0.0505532077789307,-0.108864635229111,0.0983798503875732,0.158347500022501,"fixation","sub05",0.95,86,90,100,"left","right",1,"up"
12,332.560433199629,332.827106500044,8.51016068458557,-5.18320465087891,0.0551339471340179,0.0749125326633453,0.124988555908203,-0.10775363445282,0.266673300415277,"fixation","sub05",0.95,86,90,100,"left","right",1,"right"
12,332.902106499765,333.152085000183,-7.9071124792099,-4.57533478736877,0.0355264456272125,0.114867102921009,-0.141625046730042,0.110563516616821,0.249978500418365,"fixation","sub05",0.95,86,90,100,"left","right",1,"left"
12,333.235437800176,333.427102999762,8.61465072631836,-5.10398769378662,0.0511300861358643,0.0797361123561859,0.128592491149902,0.15968656539917,0.191665199585259,"fixation","sub05",0.95,86,90,100,"left","right",1,"right"
12,333.502109500114,333.84377089981,-7.73354756832123,-4.98953795433044,0.0268177740097046,0.0776207149744034,-0.111570000648499,0.090482234954834,0.341661399696022,"fixation","sub05",0.95,86,90,100,"left","right",1,"left"
13,337.685268999543,338.0186607996,0.080725884065032,-1.31814408302307,0.0617608958043158,0.115112594354153,-0.0907403379678726,0.166926845908165,0.333391800057143,"fixation","sub05",0,90,100,0,"left","left",2,"noFix"
13,338.068665499799,338.235311999917,-0.183386923745275,8.81781601905823,0.0594670879874378,0.132008997344971,0.0224709678441286,-0.183027505874634,0.166646500118077,"fixation","sub05",0,90,100,0,"left","left",2,"up"
13,338.268654500134,338.468643600121,-0.067735992372036,11.8297801017761,0.0354491938121617,0.0738238161563873,0.0684513486921787,-0.158308506011963,0.199989099986851,"fixation","sub05",0,90,100,0,"left","left",2,"up"
13,338.535307399929,338.826943999622,-9.72159481048584,-5.00651049613953,0.0337035524368286,0.0906656949520111,-0.0776932239532471,-0.1417316198349,0.291636599693447,"fixation","sub05",0,90,100,0,"left","left",2,"left"
13,338.918618299998,339.143602099735,-0.179719612002373,11.6633057594299,0.0354743681721389,0.126299598312378,0.0442391103133559,0.0818088054656982,0.224983799736947,"fixation","sub05",0,90,100,0,"left","left",2,"up"
14,343.618658199906,344.002024799585,-0.26343831140548,-1.2885870039463,0.049486056621233,0.113296240532398,0.0845412043854594,-0.183565318584442,0.383366599678993,"fixation","sub05",0.3,100,27,90,"right","up",3,"noFix"
14,344.060359299183,344.210364099592,-1.03737704455853,9.84363865852356,0.0248667887270451,0.244897234296799,-0.0555649697780609,-0.106236696243286,0.150004800409079,"fixation","sub05",0.3,100,27,90,"right","up",3,"up"
14,344.25201979978,344.468696699478,0.195946957916021,12.5859825611115,0.118064843134582,0.131710307264328,0.0668423175811768,-0.0685479640960693,0.216676899697632,"fixation","sub05",0.3,100,27,90,"right","up",3,"up"
14,344.543685100041,344.810348300263,8.95856857299805,-4.79140281677246,0.06348454413414,0.0886232910633087,-0.0930557250976562,-0.132132172584534,0.266663200221956,"fixation","sub05",0.3,100,27,90,"right","up",3,"right"
14,344.893689699937,345.277000899892,-0.418193133082241,10.0577154159546,0.107570616657939,0.288268801403046,-0.0659708827733994,0.138922214508057,0.383311199955642,"fixation","sub05",0.3,100,27,90,"right","up",3,"up"
15,347.326962199528,347.802041999996,-0.527236506342888,-0.59143054485321,0.0471233116943389,0.0794342740997672,-0.0500577371567488,-0.186246663331985,0.475079800467938,"fixation","sub05",0.5,45,100,90,"left","left",3,"noFix"
15,347.851983299945,348.060336599592,-0.0906149744987488,10.3430027961731,0.0952850187912583,0.239046796989441,0.0461481958627701,0.140121459960938,0.20835329964757,"fixation","sub05",0.5,45,100,90,"left","left",3,"up"
15,348.118674099911,348.310344099533,8.43142652511597,-5.61088728904724,0.0217750370979309,0.0744363959312439,0.0374901294708252,-0.114533185958862,0.191669999621809,"fixation","sub05",0.5,45,100,90,"left","left",3,"right"
15,348.393664100207,348.676985200029,-8.98324656486511,-4.65603023767471,0.0592862694740295,0.157419746661186,-0.120269775390625,-0.132054328918457,0.283321099821478,"fixation","sub05",0.5,45,100,90,"left","left",3,"left"
15,348.760338400025,348.943642799743,7.05480706691742,-5.32982814311981,0.0633754957437515,0.0964235206604004,0.107668519020081,0.096845269203186,0.183304399717599,"fixation","sub05",0.5,45,100,90,"left","left",3,"right"
15,349.018656599801,349.060275199357,-8.82423090934753,-5.37782466411591,0.040631041431427,0.0464355264186859,-0.116681337356567,-0.0687999725341797,0.0416185995563865,"too short","sub05",0.5,45,100,90,"left","left",3,"left"
16,351.318516799714,351.32693019975,0.264460977166891,-1.21373426914215,0,0,0.135526990517974,-0.119454264640808,0.00841340003535151,"blink","sub05",0.85,100,90,76,"up","up",1,"noFix"
16,351.335260400083,351.743588299491,-0.0513238497078419,-0.837598830461502,0.0642747528232634,0.099029105579853,0.0844854023307562,0.226835250854492,0.408327899407595,"fixation","sub05",0.85,100,90,76,"up","up",1,"noFix"
16,351.785247699823,352.293583699968,7.54141306877136,-5.08043718338013,0.06578322057724,0.110292284345627,0.0968390703201294,0.181280612945557,0.508336000144482,"fixation","sub05",0.85,100,90,76,"up","up",1,"right"
16,352.326915499754,352.435250399634,9.54126691818237,-4.74029564857483,0.0968823369026184,0.0644795886039734,-0.0714206695556641,0.071885347366333,0.108334899879992,"fixation","sub05",0.85,100,90,76,"up","up",1,"right"
16,352.518581100274,352.685246899724,-8.38902568817139,-4.3496533036232,0.0544923820495605,0.091093139898777,-0.132097482681274,0.136484384536743,0.166665799450129,"fixation","sub05",0.85,100,90,76,"up","up",1,"left"
16,352.751918999944,353.001927299891,-0.187190510332584,9.66626191139221,0.0946272875480354,0.0577790333747864,0.0865728072822094,0.176841259002686,0.250008299946785,"fixation","sub05",0.85,100,90,76,"up","up",1,"up"
16,353.035252899863,353.251933599357,-0.216507233679295,12.6111273765564,0.048816375772655,0.0508501304626465,-0.0396712496876717,0.0709528923034668,0.216680699493736,"fixation","sub05",0.85,100,90,76,"up","up",1,"up"
16,353.318569399416,353.41859799996,-9.46044874191284,-4.89492678642273,0.0715972495079041,0.0717534873962402,-0.0946280956268311,-0.149742841720581,0.100028600543737,"fixation","sub05",0.85,100,90,76,"up","up",1,"left"
17,356.001899299677,356.010233100038,-0.788851469755173,2.92602574825287,0,0,0.0589411556720734,0.596005767583847,0.00833380036056042,"blink","sub05",0.5,45,90,100,"left","right",1,"noFix"
17,356.026897700038,356.218577199616,-0.832486480474472,2.18400168418884,0.0558033929049969,0.0945511403560638,-0.0952014625072479,-0.0947214663028717,0.191679499577731,"fixation","sub05",0.5,45,90,100,"left","right",1,"noFix"
17,356.251911900006,356.510228899773,-1.27602446079254,9.39186525344849,0.0726849497616291,0.148314294433594,-0.0592864751815796,-0.196051597595215,0.258316999766976,"fixation","sub05",0.5,45,90,100,"left","right",1,"up"
17,356.57690879982,356.851879399735,8.93078851699829,-5.11786127090454,0.0362401205062866,0.0640794499397278,0.1125807762146,-0.125634551048279,0.274970599915832,"fixation","sub05",0.5,45,90,100,"left","right",1,"right"
17,356.926913700067,357.218582500238,-8.50046920776367,-4.93125379085541,0.0437084329605103,0.0867510874986649,-0.12275505065918,-0.264472246170044,0.291668800171465,"fixation","sub05",0.5,45,90,100,"left","right",1,"left"
17,357.301918900106,357.451916799881,8.17257499694824,-5.78023040294647,0.0693197818279266,0.0981804899454117,0.108961582183838,0.0739748477935791,0.149997899774462,"fixation","sub05",0.5,45,90,100,"left","right",1,"right"
17,357.535249999724,357.610248199664,-8.81949710845947,-4.83573091030121,0.0220903407096863,0.00706251811981201,-0.089613676071167,-0.0381065607070923,0.0749981999397278,"fixation","sub05",0.5,45,90,100,"left","right",1,"left"
18,361.501899500377,361.893543299753,0.0499424859881401,-1.33958435058594,0.151256203942001,0.125436136543751,0.095045362599194,-0.10722491145134,0.391643799375743,"fixation","sub05",0.5,100,90,45,"left","up",2,"noFix"
18,361.94356209971,362.218545699492,0.483912900090218,9.64137935638428,0.0340966656982899,0.0848293968200683,-0.0556353479623795,0.127492904663086,0.27498359978199,"fixation","sub05",0.5,100,90,45,"left","up",2,"up"
18,362.268562099431,362.318565099966,5.87705969810486,2.96544468402863,0.0857860887765884,0.100217503273487,0.0868535041809082,-0.154594600200653,0.0500030005350709,"fixation","sub05",0.5,100,90,45,"left","up",2,"noFix"
18,362.393565799575,362.551905499306,-1.5157527923584,12.434473991394,0.0248698374867439,0.0349492137908936,-0.0559596419334412,0.117827653884888,0.158339699730277,"fixation","sub05",0.5,100,90,45,"left","up",2,"up"
18,362.610232300125,362.643565299921,5.32437884807587,-3.59155976772308,0.0559833580970764,0.11005412760973,0.0680853128433228,-0.0941402912139893,0.0333329997956753,"fixation","sub05",0.5,100,90,45,"left","up",2,"right"
18,362.685199799947,362.83522769995,10.2824883460999,-6.49515438079834,0.0435334606647491,0.0431884647846222,0.0821223258972168,-0.188233733177185,0.150027900002897,"fixation","sub05",0.5,100,90,45,"left","up",2,"right"
18,362.918559199665,363.210197899491,-8.50472831726074,-5.12491536140442,0.0434659461021423,0.0463835649490356,-0.0733442306518555,0.0593675374984741,0.291638699825853,"fixation","sub05",0.5,100,90,45,"left","up",2,"left"
18,363.268549699802,363.268549699802,-0.77554577589035,11.4165120124817,0,0,-0.23040209710598,-2.17980682849884,0,"blink","sub05",0.5,100,90,45,"left","up",2,"up"
19,366.226862899493,366.601799899712,-0.273316085338593,-1.58147811889648,0.0630409054130316,0.124423064625263,-0.0632239319384098,0.202755987644196,0.374937000218779,"fixation","sub05",0.95,90,100,86,"left","left",3,"noFix"
19,366.635155499913,366.701807799749,-0.520636640489101,1.85885801911354,0.0194686393395066,0.0862396911978722,-0.0565310344099998,0.116660535335541,0.066652299836278,"fixation","sub05",0.95,90,100,86,"left","left",3,"noFix"
19,366.743482099846,366.960176799912,-0.512870527803898,9.57923078536987,0.0232031421421096,0.124193568134308,0.0550522338598967,-0.233007669448853,0.216694700066,"fixation","sub05",0.95,90,100,86,"left","left",3,"up"
19,367.018484099768,367.193473099731,8.22804307937622,-5.31057906150818,0.0462124809265137,0.134533193635941,0.110188722610474,-0.182288765907288,0.174988999962807,"fixation","sub05",0.95,90,100,86,"left","left",3,"right"
19,367.276828499511,367.560155999847,-7.69099378585815,-4.77911615371704,0.0314609024763107,0.107306090497971,-0.115583419799805,0.117282867431641,0.283327500335872,"fixation","sub05",0.95,90,100,86,"left","left",3,"left"
19,367.626825899817,367.743484499864,-2.1445871591568,10.581524848938,0.0275054681539535,0.206664550495148,0.0854935348033905,0.192419290542603,0.116658600047231,"fixation","sub05",0.95,90,100,86,"left","left",3,"up"
20,369.551725199912,369.818467699923,-0.51411235705018,-0.967865794897079,0.0406267389245331,0.189138214100897,0.0656028911471367,0.156780108809471,0.266742500010878,"fixation","sub05",0.5,90,45,100,"up","right",2,"noFix"
20,369.968435999937,369.985135000199,0.0417792648077011,4.28055620193481,0.0718810271769762,0.10892750043869,-0.0615134015679359,-0.145853638648987,0.016699000261724,"too short","sub05",0.5,90,45,100,"up","right",2,"up"
