"trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event","participant","Condition","UVal","LVal","RVal","item"
19,767.754364100052,768.312658499926,-0.100509342737496,0.31657911837101,0.0550419389354065,0.119445445244014,-0.0784261759836227,0.193313477560878,0.558294399874285,"fixation","sub01",0.95,100,86,90,"noFix"
19,768.370975599857,768.779319299851,-10.4955327510834,-5.14127719402313,0.0379742903709412,0.0668288125991821,-0.0827212333679199,-0.0888985991477966,0.408343699993566,"fixation","sub01",0.95,100,86,90,"left"
20,770.654321099864,771.16267469991,0.17413067817688,-0.699478417634964,0.0534040079757571,0.0803811680495739,0.0425548820057884,0.0381124317646027,0.508353600045666,"fixation","sub01",0.7,63,90,100,"noFix"
20,771.22934630001,771.421002600109,9.59416961669922,-4.23851084709167,0.153082024383545,0.0992608996868134,0.0652458667755127,0.0393176078796387,0.191656300099567,"fixation","sub01",0.7,63,90,100,"right"
20,771.504334099824,771.754281200003,-9.7085542678833,-5.71579003334045,0.0916190288543701,0.0391679902553558,-0.0905535221099854,0.0359938144683838,0.24994710017927,"fixation","sub01",0.7,63,90,100,"left"
21,773.637646399904,773.67097329977,0.883663907647133,-0.884472656995058,0.0455489338427782,0.018507559267804,-0.0386950820684433,-0.0444395653903484,0.0333268998656422,"too short","sub01",0.95,86,100,90,"noFix"
21,773.987626599846,774.212635899894,-0.20659426227212,0.794046364724636,0.0503080256402492,0.2894595740363,0.0572237465530634,0.167973380535841,0.225009300047532,"fixation","sub01",0.95,86,100,90,"noFix"
21,774.262629599776,774.487624099944,10.3160061836243,-4.81515002250671,0.101920125102997,0.0430396499633789,0.082383394241333,-0.0850703716278076,0.224994500167668,"fixation","sub01",0.95,86,100,90,"right"
21,774.570945200045,774.837615499971,-8.74689102172852,-6.04640173912048,0.0353231949806213,0.276410628461838,-0.126725435256958,0.0484720468521118,0.266670299926773,"fixation","sub01",0.95,86,100,90,"left"
22,777.770861299941,777.895908700069,0.375050693750381,-0.514019275084138,0.0557661671072245,0.066590885072574,0.100392069667578,-0.0425115628167987,0.125047400128096,"fixation","sub01",0.7,90,63,100,"noFix"
22,777.912575999973,778.245909400051,-0.00112215429544449,-0.69279919564724,0.0604341385468841,0.08319713948071,0.0677723959088326,-0.111741423606873,0.333333400078118,"fixation","sub01",0.7,90,63,100,"noFix"
22,778.304249099921,778.445909600006,-7.93779540061951,-4.16613578796387,0.0629532646179199,0.0588184395074844,-0.0729473829269409,0.0473428964614868,0.141660500084981,"fixation","sub01",0.7,90,63,100,"left"
22,778.537582800025,778.70424719993,0.466292470693588,6.61663770675659,0.0410919785499573,0.0659385747671127,-0.100228704512119,0.167197823524475,0.16666439990513,"fixation","sub01",0.7,90,63,100,"up"
22,778.787570999935,779.262541600037,10.9184172153473,-5.06382119655609,0.0388689466953278,0.111500653624535,-0.0533633232116699,-0.13104522228241,0.474970600102097,"fixation","sub01",0.7,90,63,100,"right"
23,782.179218699923,782.62920360011,0.313149087131023,-0.711057230830193,0.0441172318696976,0.0861210104942322,-0.0962115898728371,0.100581169128418,0.449984900187701,"fixation","sub01",0,100,90,0,"noFix"
23,782.67921309988,782.937541000079,-10.2241606712341,-4.85805058479309,0.0518002830505371,0.155240899729729,0.106014728546143,0.105375170707703,0.25832790019922,"fixation","sub01",0,100,90,0,"left"
23,783.012535500107,783.362511300016,0.477530165575445,6.18012952804565,0.0741094772078097,0.105500164318085,0.0651576626114547,0.158892750740051,0.349975799908862,"fixation","sub01",0,100,90,0,"up"
23,783.412548899883,783.429213999771,-1.46963731944561,7.21894645690918,0.0313135678499937,0.0296788361549377,0.0698646605014801,0.052067756652832,0.0166650998871773,"too short","sub01",0,100,90,0,"up"
23,783.529197199969,783.679182299878,-11.1337690353394,-5.54666876792908,0.0322330781936645,0.109817915010452,-0.0282087326049805,-0.107668042182922,0.149985099909827,"fixation","sub01",0,100,90,0,"left"
24,786.587482800009,786.612485299818,-1.34717750549316,-1.84672963619232,0.106939974224567,0.464402762979269,0.16708317399025,0.447675868868828,0.0250024998094887,"fixation","sub01",0.7,100,63,90,"noFix"
24,786.62081930018,786.629133799812,-1.33913761377335,-2.13375306129456,0,0,-0.529638130217791,0.342083215713501,0.00831449963152409,"blink","sub01",0.7,100,63,90,"noFix"
24,786.662467999849,786.937466899864,-1.40159237384796,-0.0357599854469299,0.0481509618759155,0.138087870705128,0.108133524656296,-0.283402219414711,0.274998900014907,"fixation","sub01",0.7,100,63,90,"noFix"
24,787.037466399837,787.212437399896,11.4203867912292,-5.37520051002502,0.107038506603241,0.0616252425670624,0.11043119430542,0.155225157737732,0.174971000058576,"fixation","sub01",0.7,100,63,90,"right"
24,787.479108799947,787.479108799947,0.00201704353094101,7.47873425483704,0,0,1.88953863456845,-0.572357296943665,0,"blink","sub01",0.7,100,63,90,"up"
25,798.895633099834,799.33736980008,0.12478182464838,-0.668705344200134,0.0938473076686263,0.0800035195112228,-0.166125573217869,0.20559287071228,0.441736700246111,"fixation","sub01",0.3,27,100,90,"noFix"
25,799.395671100123,799.620701999869,-9.09012985229492,-3.43493795394897,0.15988438167572,0.383789712452888,-0.214807510375977,0.251137912273407,0.225030899746343,"fixation","sub01",0.3,27,100,90,"left"
25,799.687309399713,799.78732350003,10.114559173584,-5.13068199157715,0.0280917137145996,0.118668508601189,0.33208703994751,0.0818013548851013,0.100014100316912,"fixation","sub01",0.3,27,100,90,"right"
26,802.728885999881,803.212267100113,-0.447456069290638,-0.996562123298645,0.0632747099339962,0.10927907987237,0.0658180341124535,0.131911531090736,0.483381100231782,"fixation","sub01",0,0,100,90,"noFix"
26,803.270616000053,803.495562700089,10.84889793396,-4.64187932014465,0.0585602228164673,0.0794299992084503,0.0689289569854736,0.0762084722518921,0.224946700036526,"fixation","sub01",0,0,100,90,"right"
26,803.603930700105,803.737224099925,-10.9275975227356,-6.33543586730957,0.0383913960456848,0.0766403398990631,-0.0908823013305664,0.0443885326385498,0.133293399820104,"fixation","sub01",0,0,100,90,"left"
27,808.753834999865,809.187165800016,-0.446669943630695,-0.273917883634567,0.0579220710173249,0.174707871088386,-0.17271776497364,-0.165541127324104,0.433330800151452,"fixation","sub01",0.85,100,76,90,"noFix"
27,809.245504599763,809.437172699952,9.28748846054077,-4.02251803874969,0.0564754014015198,0.144452355408669,0.117445707321167,0.178760290145874,0.191668100189418,"fixation","sub01",0.85,100,76,90,"right"
27,809.520511299837,809.837130399887,1.04401735961437,6.74615859985352,0.0936854914337397,0.17636571149826,-0.0788313522934914,0.198164701461792,0.316619100049138,"fixation","sub01",0.85,100,76,90,"up"
28,812.795489700045,813.287137499778,-0.656515836715698,-1.02919036149979,0.0549867892473936,0.06675272616148,-0.0684735998511314,-0.0969822704792023,0.491647799732164,"fixation","sub01",0.85,76,90,100,"noFix"
28,813.345461999997,813.562138200039,9.45645928382874,-3.34325149655342,0.056800955915451,0.164128166806698,0.098799467086792,0.112163990736008,0.216676200041547,"fixation","sub01",0.85,76,90,100,"right"
28,813.645472400123,813.787078200141,-10.1754648685455,-5.14423912763596,0.06077689204216,0.0532627156376839,-0.0649454593658447,-0.0911004543304443,0.141605800017715,"fixation","sub01",0.85,76,90,100,"left"
29,816.728843600024,817.195478299865,-0.609968915581703,-0.294518824666739,0.0861217174530029,0.223696297428757,0.0629877746105194,-0.154089219868183,0.466634699841961,"fixation","sub01",0.5,45,100,90,"noFix"
29,817.245478399796,817.462141499855,-10.6596081256866,-4.12629407644272,0.0549918484210968,0.0658025735735893,-0.0947833061218262,-0.119440615177155,0.216663100058213,"fixation","sub01",0.5,45,100,90,"left"
29,817.520479299827,817.720413199859,9.5507698059082,-5.49775433540344,0.0588380576133728,0.0931757520675659,0.116779804229736,-0.0634199380874634,0.199933900032192,"fixation","sub01",0.5,45,100,90,"right"
30,823.161991899833,823.636997200083,-0.0776012418791652,-0.526715338230133,0.0424913054013625,0.0524882864892483,-0.0495656058192253,0.0793865770101547,0.475005300249904,"fixation","sub01",0.95,86,90,100,"noFix"
30,823.70365970023,823.903659200063,10.6225974559784,-4.41952866315842,0.0270761674404144,0.118505201125145,0.104192733764648,0.147948205471039,0.199999499833211,"fixation","sub01",0.95,86,90,100,"right"
30,823.995331399841,824.178657199955,0.371431495063007,6.79505085945129,0.120763931981334,0.0688514216423035,-0.0952681722119451,0.0923733711242676,0.18332580011338,"fixation","sub01",0.95,86,90,100,"up"
30,824.286990100052,824.636968899984,-10.6065793037415,-7.17931151390076,0.0396359969615936,0.0647515909910202,-0.0450210571289062,-0.1225905418396,0.349978799931705,"fixation","sub01",0.95,86,90,100,"left"
30,824.720260099974,824.720260099974,9.73571872711182,-5.03775596618652,0,0,0.135423421859741,0.0650264024734497,0,"blink","sub01",0.95,86,90,100,"right"
31,830.528589699883,830.93687799992,0.804951429367065,-0.812441796064377,0.0729823584794998,0.104420196425915,0.0889198333024979,-0.248458802700043,0.408288300037384,"fixation","sub01",0.95,100,86,90,"noFix"
31,830.99525659997,831.21194079984,-8.97526335716248,-3.71309304237366,0.144360980987549,0.0818663558721542,-0.091930627822876,-0.0816566944122314,0.216684199869633,"fixation","sub01",0.95,100,86,90,"left"
31,831.286923799897,831.511936600087,0.273150287568569,6.83643555641174,0.0780040633678436,0.125655912351608,0.108148075640202,0.285468101501465,0.225012800190598,"fixation","sub01",0.95,100,86,90,"up"
31,831.603581999894,831.903602000093,10.212119102478,-5.15294325351715,0.0559522519111633,0.048133111166954,0.0656461715698242,-0.152973771095276,0.300020000198856,"fixation","sub01",0.95,100,86,90,"right"
31,831.995263800025,832.111924699973,-10.5332908630371,-6.10667395591736,0.0680143824577332,0.0305455676078796,-0.123930931091309,0.0327483415603638,0.116660899948329,"fixation","sub01",0.95,100,86,90,"left"
32,834.811851699837,835.261876800098,-0.292494598776102,-0.182544894516468,0.0848939012847841,0.166014145021141,-0.0816284562461078,-0.13714137673378,0.450025100260973,"fixation","sub01",0,90,0,100,"noFix"
32,835.311859100126,835.520199800143,9.9605827331543,-4.00893759727478,0.102136454486847,0.0543600040197372,-0.0580399036407471,0.0822035074234009,0.208340700017288,"fixation","sub01",0,90,0,100,"right"
32,835.62019799999,835.878504600143,0.272223459556699,8.07462668418884,0.0377070074860007,0.0584209519386291,-0.0757855772972107,0.103449106216431,0.258306600153446,"fixation","sub01",0,90,0,100,"up"
32,835.961831600172,836.236841099802,10.5863077640533,-3.81664264202118,0.054568026638031,0.0502057375431061,0.0831334590911865,-0.145692586898804,0.275009499629959,"fixation","sub01",0,90,0,100,"right"
33,840.686770599801,840.711731899763,-0.500651776790619,-1.35254426300526,0.0590779596537352,0.145373456409574,0.0482242777943611,0.117221713066101,0.0249612999614328,"too short","sub01",0.95,90,100,86,"noFix"
33,841.270082199946,841.436782600125,-9.99343228340149,-4.85903173685074,0.0410290592193603,0.104358602643013,0.0821583271026611,-0.188611328601837,0.166700400179252,"fixation","sub01",0.95,90,100,86,"left"
33,841.528451700229,841.745102199959,-0.741379737854004,8.47282743453979,0.0579682332158089,0.154221111702919,0.102249787189066,-0.208239912986755,0.21665049972944,"fixation","sub01",0.95,90,100,86,"up"
33,841.945076599717,842.46180849988,9.71637797355652,-3.91660189628601,0.108239983034134,0.064015028321743,-0.0892221927642822,-0.121060192584991,0.516731900162995,"fixation","sub01",0.95,90,100,86,"right"
