"duration","item","trial","participant","Condition","UVal","LVal","RVal"
0.541598400101066,"noFix",1,"sub06",0.95,100,86,90
0.699916599784046,"right",1,"sub06",0.95,100,86,90
0.699917399790138,"noFix",1,"sub06",0.95,100,86,90
0.924913100432605,"up",1,"sub06",0.95,100,86,90
1.1165728000924,"left",1,"sub06",0.95,100,86,90
1.11657020030543,"noFix",1,"sub06",0.95,100,86,90
1.2248569005169,"right",1,"sub06",0.95,100,86,90
0.516741499770433,"noFix",2,"sub06",0.7,90,63,100
0.666663399897516,"left",2,"sub06",0.7,90,63,100
0.67498889984563,"noFix",2,"sub06",0.7,90,63,100
0.824953500181437,"up",2,"sub06",0.7,90,63,100
0.82496410002932,"noFix",2,"sub06",0.7,90,63,100
0.999999700114131,"right",2,"sub06",0.7,90,63,100
0.433306799270213,"noFix",3,"sub06",0.7,100,90,63
0.624957999680191,"up",3,"sub06",0.7,100,90,63
0.641613199841231,"noFix",3,"sub06",0.7,100,90,63
0.799962500110269,"right",3,"sub06",0.7,100,90,63
0.799960200674832,"noFix",3,"sub06",0.7,100,90,63
0.916591399349272,"left",3,"sub06",0.7,100,90,63
0.466723099816591,"noFix",4,"sub06",0.3,100,90,27
0.649966700002551,"up",4,"sub06",0.3,100,90,27
0.658297400455922,"noFix",4,"sub06",0.3,100,90,27
0.949958499521017,"left",4,"sub06",0.3,100,90,27
0.966617100406438,"noFix",4,"sub06",0.3,100,90,27
1.20827160030603,"up",4,"sub06",0.3,100,90,27
1.20827960036695,"noFix",4,"sub06",0.3,100,90,27
1.46660569962114,"right",4,"sub06",0.3,100,90,27
0.499987700022757,"noFix",5,"sub06",0.85,76,100,90
0.691661200020462,"right",5,"sub06",0.85,76,100,90
0.691647400148213,"noFix",5,"sub06",0.85,76,100,90
0.841656900011003,"up",5,"sub06",0.85,76,100,90
0.841654000338167,"noFix",5,"sub06",0.85,76,100,90
1.09994199965149,"left",5,"sub06",0.85,76,100,90
0.466735200025141,"noFix",6,"sub06",0.5,90,45,100
0.62500589992851,"right",6,"sub06",0.5,90,45,100
0.633334100246429,"noFix",6,"sub06",0.5,90,45,100
0.841661700047553,"up",6,"sub06",0.5,90,45,100
0.841607399750501,"noFix",6,"sub06",0.5,90,45,100
0.933331400621682,"left",6,"sub06",0.5,90,45,100
0.466694800183177,"noFix",7,"sub06",0.95,90,100,86
0.625028700102121,"right",7,"sub06",0.95,90,100,86
0.625030000228435,"noFix",7,"sub06",0.95,90,100,86
0.833365700207651,"up",7,"sub06",0.95,90,100,86
0.833360099699348,"noFix",7,"sub06",0.95,90,100,86
1.13335849996656,"left",7,"sub06",0.95,90,100,86
1.13336439942941,"noFix",7,"sub06",0.95,90,100,86
1.37503480073065,"right",7,"sub06",0.95,90,100,86
0.433431399520487,"noFix",8,"sub06",0,0,100,90
0.624986300244927,"right",8,"sub06",0,0,100,90
0.624988900031894,"noFix",8,"sub06",0,0,100,90
0.941643899772316,"left",8,"sub06",0,0,100,90
0.941646199673414,"noFix",8,"sub06",0,0,100,90
1.22497010044754,"right",8,"sub06",0,0,100,90
1.22496690042317,"noFix",8,"sub06",0,0,100,90
1.57490950031206,"left",8,"sub06",0,0,100,90
0.450000300072134,"noFix",9,"sub06",0.3,90,100,27
0.591665599960834,"right",9,"sub06",0.3,90,100,27
0.599992700386792,"noFix",9,"sub06",0.3,90,100,27
0.791663999669254,"up",9,"sub06",0.3,90,100,27
0.791660499759018,"noFix",9,"sub06",0.3,90,100,27
1.074978699442,"left",9,"sub06",0.3,90,100,27
1.09163510007784,"noFix",9,"sub06",0.3,90,100,27
1.29995330004022,"up",9,"sub06",0.3,90,100,27
0.408283299766481,"noFix",10,"sub06",0.3,90,27,100
0.575014800298959,"right",10,"sub06",0.3,90,27,100
0.575012799818069,"noFix",10,"sub06",0.3,90,27,100
0.874962100293487,"up",10,"sub06",0.3,90,27,100
0.883302500005811,"noFix",10,"sub06",0.3,90,27,100
1.03325510071591,"right",10,"sub06",0.3,90,27,100
0.4166643996723,"noFix",11,"sub06",0.3,90,27,100
0.583316199947149,"right",11,"sub06",0.3,90,27,100
0.591621200088412,"noFix",11,"sub06",0.3,90,27,100
0.883301299996674,"up",11,"sub06",0.3,90,27,100
0.891635200474411,"noFix",11,"sub06",0.3,90,27,100
1.02496019983664,"right",11,"sub06",0.3,90,27,100
0.408349399920553,"noFix",12,"sub06",0.95,90,100,86
0.599955800455064,"right",12,"sub06",0.95,90,100,86
0.608290699776262,"noFix",12,"sub06",0.95,90,100,86
0.77495039999485,"up",12,"sub06",0.95,90,100,86
0.783305299934,"noFix",12,"sub06",0.95,90,100,86
1.09161679958925,"left",12,"sub06",0.95,90,100,86
