"duration","item","trial","participant","Condition","UVal","LVal","RVal"
0.441706800367683,"noFix",1,"sub05",0.95,100,86,90
0.908330600243062,"up",1,"sub05",0.95,100,86,90
0.916633499786258,"noFix",1,"sub05",0.95,100,86,90
1.20832649990916,"right",1,"sub05",0.95,100,86,90
1.20832310058177,"noFix",1,"sub05",0.95,100,86,90
1.64163189986721,"left",1,"sub05",0.95,100,86,90
1.6499583995901,"noFix",1,"sub05",0.95,100,86,90
1.96665510023013,"right",1,"sub05",0.95,100,86,90
1.96665649907663,"noFix",1,"sub05",0.95,100,86,90
2.65828719967976,"up",1,"sub05",0.95,100,86,90
0.108418199699372,"noFix",2,"sub05",0.7,90,63,100
0.933318600524217,"up",2,"sub05",0.7,90,63,100
0.94165049912408,"noFix",2,"sub05",0.7,90,63,100
1.30832309974357,"right",2,"sub05",0.7,90,63,100
1.30832159984857,"noFix",2,"sub05",0.7,90,63,100
1.59999329969287,"left",2,"sub05",0.7,90,63,100
1.60830150032416,"noFix",2,"sub05",0.7,90,63,100
1.80830590007827,"right",2,"sub05",0.7,90,63,100
0.400075699668378,"noFix",3,"sub05",0.7,100,90,63
1.19166269944981,"up",3,"sub05",0.7,100,90,63
1.20832759933546,"noFix",3,"sub05",0.7,100,90,63
1.46666380017996,"right",3,"sub05",0.7,100,90,63
1.4666614998132,"noFix",3,"sub05",0.7,100,90,63
1.94999490026385,"left",3,"sub05",0.7,100,90,63
1.95832340000197,"noFix",3,"sub05",0.7,100,90,63
2.24166950024664,"up",3,"sub05",0.7,100,90,63
0,"noFix",4,"sub05",0.95,86,90,100
0,"left",4,"sub05",0.95,86,90,100
0.683354100212455,"noFix",4,"sub05",0.95,86,90,100
1.31669380003586,"up",4,"sub05",0.95,86,90,100
1.32502880040556,"noFix",4,"sub05",0.95,86,90,100
1.44169649994001,"right",4,"sub05",0.95,86,90,100
1.40835239971057,"noFix",4,"sub05",0.95,86,90,100
1.90002539940178,"left",4,"sub05",0.95,86,90,100
1.87501570023596,"noFix",4,"sub05",0.95,86,90,100
2.02500149980187,"right",4,"sub05",0.95,86,90,100
0.408392800018191,"noFix",5,"sub05",0.3,100,90,27
0.724995599593967,"up",5,"sub05",0.3,100,90,27
0.733297000173479,"noFix",5,"sub05",0.3,100,90,27
1.03331089997664,"left",5,"sub05",0.3,100,90,27
1.0333104999736,"noFix",5,"sub05",0.3,100,90,27
