"duration","item","trial","participant","Condition","UVal","LVal","RVal"
0.483308100374416,"noFix",1,"sub01",0.3,90,100,27
0.724971300223842,"up",1,"sub01",0.3,90,100,27
1.14989689970389,"left",1,"sub01",0.3,90,100,27
0.400005699833855,"noFix",2,"sub01",0.7,63,100,90
0.624998999992386,"up",2,"sub01",0.7,63,100,90
0.633326999843121,"noFix",2,"sub01",0.7,63,100,90
0.908320699818432,"left",2,"sub01",0.7,63,100,90
0.908332800026983,"noFix",2,"sub01",0.7,63,100,90
0.924979899777099,"right",2,"sub01",0.7,63,100,90
0.933317900169641,"noFix",2,"sub01",0.7,63,100,90
1.34164319979027,"right",2,"sub01",0.7,63,100,90
0.716766799800098,"noFix",3,"sub01",0.95,86,90,100
0.733359399950132,"right",3,"sub01",0.95,86,90,100
0.733367499895394,"noFix",3,"sub01",0.95,86,90,100
0.941689900122583,"right",3,"sub01",0.95,86,90,100
0.950042399810627,"noFix",3,"sub01",0.95,86,90,100
0.949963300256059,"up",3,"sub01",0.95,86,90,100
0.400075999787077,"noFix",4,"sub01",0.85,100,76,90
0.616624000249431,"up",4,"sub01",0.85,100,76,90
0.649955899920315,"noFix",4,"sub01",0.85,100,76,90
0.999966100323945,"right",4,"sub01",0.85,100,76,90
0.999962600180879,"noFix",4,"sub01",0.85,100,76,90
1.26658520009369,"left",4,"sub01",0.85,100,76,90
0.500013000331819,"noFix",5,"sub01",0.7,90,100,63
0.77502500009723,"right",5,"sub01",0.7,90,100,63
0.774997699772939,"noFix",5,"sub01",0.7,90,100,63
1.04168489994481,"left",5,"sub01",0.7,90,100,63
1.04998230026104,"noFix",5,"sub01",0.7,90,100,63
1.20000559999608,"up",5,"sub01",0.7,90,100,63
0.333324999781325,"noFix",6,"sub01",0.5,100,90,45
0.733331199968234,"left",6,"sub01",0.5,100,90,45
0.749992900528014,"noFix",6,"sub01",0.5,100,90,45
1.09164160001092,"up",6,"sub01",0.5,100,90,45
1.10832850006409,"noFix",6,"sub01",0.5,100,90,45
1.17497729999013,"left",6,"sub01",0.5,100,90,45
0.499985200120136,"noFix",7,"sub01",0,90,0,100
0.783303200034425,"right",7,"sub01",0,90,0,100
0.80000239983201,"noFix",7,"sub01",0,90,0,100
1.15827540005557,"up",7,"sub01",0,90,0,100
1.1833327000495,"noFix",7,"sub01",0,90,0,100
1.42493919981644,"right",7,"sub01",0,90,0,100
0.500075400108472,"noFix",8,"sub01",0.85,76,100,90
0.766638400033116,"left",8,"sub01",0.85,76,100,90
0.766625700052828,"noFix",8,"sub01",0.85,76,100,90
1.13329769973643,"right",8,"sub01",0.85,76,100,90
1.13328300020657,"noFix",8,"sub01",0.85,76,100,90
1.33324319985695,"left",8,"sub01",0.85,76,100,90
0.49167270003818,"noFix",9,"sub01",0.85,76,90,100
0.791691600112244,"left",9,"sub01",0.85,76,90,100
0.816682100296021,"noFix",9,"sub01",0.85,76,90,100
1.01669319998473,"up",9,"sub01",0.85,76,90,100
1.03336729994044,"noFix",9,"sub01",0.85,76,90,100
1.04170220019296,"right",9,"sub01",0.85,76,90,100
1.05002039996907,"noFix",9,"sub01",0.85,76,90,100
1.20831300015561,"right",9,"sub01",0.85,76,90,100
0.458310300018638,"noFix",10,"sub01",0.95,100,90,86
0.683273199945688,"left",10,"sub01",0.95,100,90,86
0.699986400315538,"noFix",10,"sub01",0.95,100,90,86
1.01668879995123,"up",10,"sub01",0.95,100,90,86
1.05832189973444,"noFix",10,"sub01",0.95,100,90,86
1.07500550011173,"right",10,"sub01",0.95,100,90,86
1.33335269987583,"noFix",10,"sub01",0.95,100,90,86
1.34167729970068,"right",10,"sub01",0.95,100,90,86
