"duration","item","trial","participant","Condition","UVal","LVal","RVal"
0.450075599990669,"noFix",3,"sub07",0.5,100,90,45
0.699995899994974,"up",3,"sub07",0.5,100,90,45
0.708325899991905,"noFix",3,"sub07",0.5,100,90,45
0.941637000010815,"left",3,"sub07",0.5,100,90,45
0.958320900012041,"noFix",3,"sub07",0.5,100,90,45
1.18332320000627,"right",3,"sub07",0.5,100,90,45
1.19998719998694,"noFix",3,"sub07",0.5,100,90,45
1.40831169998273,"up",3,"sub07",0.5,100,90,45
0.483366300017224,"noFix",7,"sub07",0.85,90,76,100
0.733293400000548,"up",7,"sub07",0.85,90,76,100
0.741627600000356,"noFix",7,"sub07",0.85,90,76,100
1.06661249998433,"right",7,"sub07",0.85,90,76,100
1.07493960000284,"noFix",7,"sub07",0.85,90,76,100
1.32494120000047,"left",7,"sub07",0.85,90,76,100
1.34160809998866,"noFix",7,"sub07",0.85,90,76,100
1.54161810000369,"up",7,"sub07",0.85,90,76,100
0.424990000014077,"noFix",10,"sub07",0.95,90,100,86
0.666674799998873,"up",10,"sub07",0.95,90,100,86
0.675024199998006,"noFix",10,"sub07",0.95,90,100,86
0.958349799984717,"left",10,"sub07",0.95,90,100,86
0.966692399990279,"noFix",10,"sub07",0.95,90,100,86
1.24168920000375,"right",10,"sub07",0.95,90,100,86
1.26669239997864,"noFix",10,"sub07",0.95,90,100,86
1.64996349997818,"up",10,"sub07",0.95,90,100,86
0.458329399989452,"noFix",11,"sub07",0.95,100,86,90
0.466660099991714,"up",11,"sub07",0.95,100,86,90
0.46667989998241,"noFix",11,"sub07",0.95,100,86,90
0.891656599982525,"up",11,"sub07",0.95,100,86,90
0.899993600018206,"noFix",11,"sub07",0.95,100,86,90
1.14997049998783,"right",11,"sub07",0.95,100,86,90
1.14997139999468,"noFix",11,"sub07",0.95,100,86,90
1.47497239998484,"left",11,"sub07",0.95,100,86,90
1.49162899999646,"noFix",11,"sub07",0.95,100,86,90
1.88327959999151,"up",11,"sub07",0.95,100,86,90
0.441730299979099,"noFix",13,"sub07",0.3,100,27,90
0.774973999999929,"up",13,"sub07",0.3,100,27,90
0.774953600004665,"noFix",13,"sub07",0.3,100,27,90
